time	pCa	hs_length	force	passive_force	a_fil_length	m_fil_length	a_pop_0	a_pop_1	m_pop_0	m_pop_1	m_pop_2	c_pop_0	c_pop_1
0.049	5.800	1150	10711.3	686.723	1015.9	809.013	0.19936	0.80064	0.654778	0.310433	0.0347889	1	0
0.05	5.800	1150	10778.9	686.721	1015.9	809.013	0.19856	0.80144	0.649939	0.315043	0.0350175	1	0
0.051	5.800	1150	11031.2	686.715	1015.9	809.013	0.201075	0.798925	0.6443	0.319768	0.035932	1	0
0.052	5.800	1150	11414.5	686.706	1015.9	809.014	0.19936	0.80064	0.639118	0.323617	0.0372657	1	0
0.053	5.800	1150	11582.2	686.702	1015.9	809.014	0.199246	0.800754	0.633592	0.328608	0.0377991	1	0
0.054	5.800	1150	11916.9	686.693	1015.9	809.014	0.200732	0.799268	0.629553	0.331428	0.0390184	1	0
0.055	5.800	1150	12179.9	686.687	1015.9	809.014	0.200389	0.799611	0.6246	0.335353	0.0400472	1	0
0.056	5.800	1150	12559.6	686.677	1015.91	809.015	0.200046	0.799954	0.62018	0.338439	0.0413809	1	0
0.057	5.800	1150	12650.3	686.675	1015.91	809.015	0.199703	0.800297	0.615607	0.342593	0.0418	1	0
0.058	5.800	1150	12915	686.67	1015.91	809.015	0.199017	0.800983	0.610882	0.346403	0.0427145	1	0
0.059	5.800	1150	13125	686.664	1015.91	809.015	0.193873	0.806127	0.604748	0.351852	0.0434004	1	0
0.06	5.800	1150	13345.7	686.66	1015.91	809.016	0.190215	0.809785	0.600861	0.354976	0.0441625	1	0
0.061	5.800	1150	13501.7	686.656	1015.91	809.016	0.188615	0.811385	0.597013	0.35833	0.0446578	1	0
0.062	5.800	1150	13914.6	686.646	1015.91	809.016	0.185871	0.814129	0.591297	0.362711	0.0459915	1	0
0.063	5.800	1150	14161.4	686.64	1015.91	809.016	0.184271	0.815729	0.587944	0.365226	0.0468298	1	0
0.064	5.800	1150	14456.3	686.632	1015.91	809.017	0.180727	0.819273	0.58341	0.368656	0.0479348	1	0
0.065	5.800	1150	14821.2	686.623	1015.91	809.017	0.177755	0.822245	0.581009	0.369723	0.0492684	1	0
0.066	5.800	1150	15062.7	686.617	1015.91	809.018	0.173525	0.826475	0.576665	0.373076	0.0502591	1	0
0.067	5.800	1150	15389.3	686.607	1015.91	809.018	0.177183	0.822817	0.57316	0.375438	0.0514022	1	0
0.068	5.800	1150	15548.6	686.602	1015.91	809.018	0.176269	0.823731	0.568397	0.379706	0.0518976	1	0
0.069	5.800	1150	15726.8	686.598	1015.91	809.018	0.175126	0.824874	0.564777	0.382678	0.0525453	1	0
0.07	5.800	1150	15997.7	686.592	1015.91	809.019	0.175126	0.824874	0.561043	0.38546	0.0534979	1	0
0.071	5.800	1150	16190.5	686.588	1015.92	809.019	0.173411	0.826589	0.556813	0.388965	0.0542219	1	0
0.072	5.800	1150	16582.9	686.578	1015.92	809.019	0.171468	0.828532	0.553993	0.390489	0.0555175	1	0
0.073	5.800	1150	16903	686.571	1015.92	809.02	0.168267	0.831733	0.549535	0.393842	0.0566225	1	0
0.074	5.800	1150	17164.2	686.565	1015.92	809.02	0.168267	0.831733	0.54561	0.396853	0.057537	1	0
0.075	5.800	1150	17323.7	686.561	1015.92	809.02	0.165981	0.834019	0.541952	0.399939	0.0581085	1	0
0.076	5.800	1150	17558	686.554	1015.92	809.02	0.161523	0.838477	0.538599	0.402416	0.0589849	1	0
0.077	5.800	1150	17870.3	686.546	1015.92	809.021	0.162094	0.837906	0.53536	0.40455	0.0600899	1	0
0.078	5.800	1150	18061.6	686.542	1015.92	809.021	0.16438	0.83562	0.532388	0.406836	0.0607758	1	0
0.079	5.800	1150	18233.9	686.538	1015.92	809.021	0.16278	0.83722	0.529797	0.408855	0.0613474	1	0
0.08	5.800	1150	18474.6	686.533	1015.92	809.021	0.161408	0.838592	0.526901	0.410875	0.0622237	1	0
0.081	5.800	1150	18780.5	686.526	1015.92	809.022	0.157865	0.842135	0.523853	0.412742	0.063405	1	0
0.082	5.800	1150	19100.2	686.518	1015.92	809.022	0.156036	0.843964	0.521986	0.413466	0.0645481	1	0
0.083	5.800	1150	19240	686.515	1015.92	809.022	0.158551	0.841449	0.519242	0.415752	0.0650053	1	0
0.084	5.800	1150	19377.7	686.512	1015.92	809.022	0.160037	0.839963	0.517261	0.417276	0.0654626	1	0
0.085	5.800	1150	19712.4	686.506	1015.92	809.022	0.157522	0.842478	0.515242	0.418229	0.0665295	1	0
0.086	5.800	1150	20112.8	686.497	1015.93	809.023	0.154321	0.845679	0.512917	0.419143	0.0679393	1	0
0.087	5.800	1150	20258.5	686.493	1015.93	809.023	0.14872	0.85128	0.509412	0.421963	0.0686252	1	0
0.088	5.800	1150	20447	686.487	1015.93	809.023	0.146776	0.853224	0.507316	0.423411	0.069273	1	0
0.089	5.800	1150	20677.8	686.481	1015.93	809.023	0.152378	0.847622	0.503544	0.426345	0.0701113	1	0
0.09	5.800	1150	20905.5	686.475	1015.93	809.024	0.159236	0.840764	0.500343	0.428708	0.0709496	1	0
0.091	5.800	1150	21349.4	686.465	1015.93	809.024	0.162094	0.837906	0.497104	0.430346	0.0725499	1	0
0.092	5.800	1150	21281.6	686.466	1015.93	809.024	0.162666	0.837334	0.494894	0.432861	0.0722451	1	0
0.093	5.800	1150	21465.2	686.461	1015.93	809.024	0.158779	0.841221	0.491465	0.435681	0.0728547	1	0
0.094	5.800	1150	21682.4	686.456	1015.93	809.024	0.156493	0.843507	0.488683	0.437586	0.0737311	1	0
0.095	5.800	1150	21545.2	686.46	1015.93	809.024	0.151692	0.848308	0.485978	0.440748	0.0732739	1	0
0.096	5.800	1150	21719.8	686.457	1015.93	809.024	0.150892	0.849108	0.48392	0.442234	0.0738455	1	0
0.097	5.800	1150	21888.8	686.453	1015.93	809.025	0.153406	0.846594	0.480072	0.445511	0.074417	1	0
0.098	5.800	1150	22318.6	686.442	1015.93	809.025	0.153406	0.846594	0.478205	0.445892	0.0759031	1	0
0.099	5.800	1150	22795.5	686.431	1015.93	809.026	0.15615	0.84385	0.475271	0.447302	0.0774272	1	0
0.1	5.800	1150	22972.3	686.426	1015.93	809.026	0.151235	0.848765	0.471803	0.45016	0.0780369	1	0
0.101	5.800	1150	23182.8	686.421	1015.93	809.026	0.149063	0.850937	0.468945	0.452332	0.0787228	1	0
0.102	5.800	1150	23391.6	686.416	1015.93	809.026	0.149977	0.850023	0.466507	0.454009	0.0794848	1	0
0.103	5.800	1150	23754	686.407	1015.94	809.027	0.145633	0.854367	0.464068	0.455114	0.0808185	1	0
0.104	5.800	1150	24007.3	686.401	1015.94	809.027	0.144033	0.855967	0.461667	0.4566	0.081733	1	0
0.105	5.800	1150	24163	686.396	1015.94	809.027	0.142433	0.857567	0.458543	0.459038	0.0824188	1	0
0.106	5.800	1150	24232.7	686.395	1015.94	809.027	0.13706	0.86294	0.45519	0.462315	0.082495	1	0
0.107	5.800	1150	24630.1	686.386	1015.94	809.027	0.135802	0.864198	0.453018	0.463153	0.0838287	1	0
0.108	5.800	1150	24834.5	686.382	1015.94	809.028	0.136603	0.863397	0.451036	0.464449	0.0845146	1	0
0.109	5.800	1150	25121.5	686.375	1015.94	809.028	0.133173	0.866827	0.44856	0.466011	0.0854291	1	0
0.11	5.800	1150	25286.4	686.371	1015.94	809.028	0.133516	0.866484	0.446045	0.467916	0.0860387	1	0
0.111	5.800	1150	25466.6	686.366	1015.94	809.028	0.13283	0.86717	0.443073	0.470355	0.0865722	1	0
0.112	5.800	1150	25422.1	686.368	1015.94	809.028	0.132602	0.867398	0.441663	0.471917	0.0864198	1	0
0.113	5.800	1150	25809.4	686.358	1015.94	809.029	0.136946	0.863054	0.440062	0.47207	0.0878677	1	0
0.114	5.800	1150	25947	686.355	1015.94	809.029	0.137517	0.862483	0.437929	0.473746	0.088325	1	0
0.115	5.800	1150	25921.3	686.355	1015.94	809.029	0.134774	0.865226	0.436214	0.475537	0.0882487	1	0
0.116	5.800	1150	25991.8	686.355	1015.94	809.029	0.131116	0.868884	0.433852	0.477671	0.0884774	1	0
0.117	5.800	1150	26239.3	686.35	1015.94	809.029	0.130887	0.869113	0.431908	0.478738	0.0893538	1	0
0.118	5.800	1150	26326.3	686.347	1015.94	809.029	0.13203	0.86797	0.430232	0.480186	0.0895824	1	0
0.119	5.800	1150	26442.4	686.346	1015.94	809.029	0.131459	0.868541	0.428136	0.481977	0.0898872	1	0
0.12	5.800	1150	26646.1	686.341	1015.94	809.029	0.136603	0.863397	0.42604	0.483463	0.0904969	1	0
0.121	5.800	1150	26651.2	686.343	1015.94	809.029	0.136946	0.863054	0.425507	0.483996	0.0904969	1	0
0.122	5.800	1150	27097.8	686.331	1015.95	809.03	0.140146	0.859854	0.424745	0.48331	0.0919448	1	0
0.123	5.800	1150	27293.1	686.327	1015.95	809.03	0.147234	0.852766	0.422992	0.484415	0.0925926	1	0
0.124	5.800	1150	27414.7	686.324	1015.95	809.03	0.144947	0.855053	0.422077	0.484987	0.0929355	1	0
0.125	5.800	1150	27661.6	686.317	1015.95	809.03	0.143461	0.856539	0.420248	0.485902	0.09385	1	0
0.126	5.800	1150	27692.5	686.315	1015.95	809.03	0.141518	0.858482	0.417848	0.48815	0.0940024	1	0
0.127	5.800	1150	27975.9	686.309	1015.95	809.031	0.13546	0.86454	0.415143	0.489902	0.094955	1	0
0.128	5.800	1150	28090.7	686.306	1015.95	809.031	0.134888	0.865112	0.413885	0.490779	0.0953361	1	0
0.129	5.800	1150	28211.6	686.302	1015.95	809.031	0.132945	0.867055	0.412666	0.491541	0.0957933	1	0
0.13	5.800	1150	28367.3	686.298	1015.95	809.031	0.138089	0.861911	0.411789	0.492074	0.0961363	1	0
0.131	5.800	1150	28387.4	686.297	1015.95	809.031	0.139346	0.860654	0.410837	0.492913	0.0962506	1	0
0.132	5.800	1150	28355.4	686.298	1015.95	809.031	0.139118	0.860882	0.409922	0.493941	0.0961363	1	0
0.133	5.800	1150	28424.8	686.298	1015.95	809.031	0.139575	0.860425	0.409694	0.493865	0.0964411	1	0
0.134	5.800	1150	28572.8	686.294	1015.95	809.031	0.141289	0.858711	0.407598	0.495313	0.0970889	1	0
0.135	5.800	1150	28849.2	686.289	1015.95	809.031	0.139346	0.860654	0.406417	0.495656	0.0979271	1	0
0.136	5.800	1150	28813.3	686.289	1015.95	809.031	0.134888	0.865112	0.405617	0.496647	0.0977366	1	0
0.137	5.800	1150	28767.1	686.289	1015.95	809.031	0.131116	0.868884	0.404435	0.498095	0.0974699	1	0
0.138	5.800	1150	29033.9	686.282	1015.95	809.032	0.128715	0.871285	0.403597	0.498171	0.098232	1	0
0.139	5.800	1150	29199.3	686.279	1015.95	809.032	0.125972	0.874028	0.401006	0.500267	0.0987273	1	0
0.14	5.800	1150	29327.6	686.276	1015.95	809.032	0.125629	0.874371	0.399063	0.501753	0.0991846	1	0
0.141	5.800	1150	29626.9	686.27	1015.95	809.032	0.127343	0.872657	0.39731	0.502667	0.100023	1	0
0.142	5.800	1150	29703.5	686.268	1015.95	809.032	0.121399	0.878601	0.395367	0.50423	0.100404	1	0
0.143	5.800	1150	29780.2	686.267	1015.95	809.032	0.120256	0.879744	0.393728	0.505563	0.100709	1	0
0.144	5.800	1150	29739	686.268	1015.95	809.032	0.125743	0.874257	0.39228	0.507125	0.100594	1	0
0.145	5.800	1150	29989.7	686.26	1015.95	809.033	0.124486	0.875514	0.391556	0.506859	0.101585	1	0
0.146	5.800	1150	30304	686.253	1015.95	809.033	0.124486	0.875514	0.389575	0.507849	0.102576	1	0
0.147	5.800	1150	30307.8	686.253	1015.95	809.033	0.1238	0.8762	0.388089	0.509297	0.102614	1	0
0.148	5.800	1150	30382	686.25	1015.95	809.033	0.126658	0.873342	0.386565	0.510593	0.102843	1	0
0.149	5.800	1150	30662	686.244	1015.95	809.033	0.126772	0.873228	0.386488	0.509793	0.103719	1	0
0.15	5.800	1150	30867.1	686.239	1015.96	809.034	0.129058	0.870942	0.384964	0.510593	0.104443	1	0
0.151	5.800	1150	31120.2	686.233	1015.96	809.034	0.127686	0.872314	0.384507	0.510136	0.105357	1	0
0.152	5.800	1150	31327	686.225	1015.96	809.034	0.128258	0.871742	0.384012	0.509793	0.106196	1	0
0.153	5.800	1150	31491.5	686.22	1015.96	809.035	0.125629	0.874371	0.383211	0.510021	0.106767	1	0
0.154	5.800	1150	31455	686.221	1015.96	809.035	0.127801	0.872199	0.382602	0.510517	0.106882	1	0
0.155	5.800	1150	31620.1	686.218	1015.96	809.035	0.130544	0.869456	0.382716	0.509869	0.107415	1	0
0.156	5.800	1150	31685.6	686.215	1015.96	809.035	0.133516	0.866484	0.381725	0.510593	0.107682	1	0
0.157	5.800	1150	31909.2	686.209	1015.96	809.035	0.133631	0.866369	0.38043	0.511164	0.108406	1	0
0.158	5.800	1150	32000	686.209	1015.96	809.035	0.13123	0.86877	0.380201	0.511012	0.108787	1	0
0.159	5.800	1150	32005.9	686.207	1015.96	809.035	0.125743	0.874257	0.378677	0.512498	0.108825	1	0
0.16	5.800	1150	31915.8	686.209	1015.96	809.035	0.129744	0.870256	0.377039	0.514327	0.108634	1	0
0.161	5.800	1150	32100.2	686.206	1015.96	809.035	0.130201	0.869799	0.376886	0.51406	0.109053	1	0
0.162	5.800	1150	31939.3	686.21	1015.96	809.035	0.128829	0.871171	0.3762	0.515356	0.108444	1	0
0.163	5.800	1150	31959.2	686.211	1015.96	809.035	0.128715	0.871285	0.374181	0.517299	0.10852	1	0
0.164	5.800	1150	31896.3	686.213	1015.96	809.035	0.123457	0.876543	0.372619	0.519128	0.108253	1	0
0.165	5.800	1150	32111.8	686.208	1015.96	809.035	0.123457	0.876543	0.371323	0.519738	0.108939	1	0
0.166	5.800	1150	32160	686.205	1015.96	809.035	0.128258	0.871742	0.370751	0.520081	0.109168	1	0
0.167	5.800	1150	32485.1	686.198	1015.96	809.035	0.128829	0.871171	0.369608	0.520043	0.110349	1	0
0.168	5.800	1150	32333.7	686.2	1015.96	809.035	0.122199	0.877801	0.366674	0.523548	0.109777	1	0
0.169	5.800	1150	32584.1	686.194	1015.96	809.036	0.121628	0.878372	0.366065	0.52351	0.110425	1	0
0.17	5.800	1150	32597.5	686.193	1015.96	809.036	0.127915	0.872085	0.365684	0.524005	0.110311	1	0
0.171	5.800	1150	32718.7	686.192	1015.96	809.036	0.129973	0.870027	0.365493	0.523891	0.110616	1	0
0.172	5.800	1150	32892.3	686.186	1015.96	809.036	0.129515	0.870485	0.362978	0.525873	0.111149	1	0
0.173	5.800	1150	32933.8	686.184	1015.96	809.036	0.127572	0.872428	0.362064	0.526558	0.111378	1	0
0.174	5.800	1150	33059.6	686.181	1015.96	809.036	0.125514	0.874486	0.362292	0.525911	0.111797	1	0
0.175	5.800	1150	33127.1	686.178	1015.96	809.037	0.123228	0.876772	0.361568	0.526444	0.111988	1	0
0.176	5.800	1150	33322.6	686.173	1015.96	809.037	0.117398	0.882602	0.360997	0.526482	0.112521	1	0
0.177	5.800	1150	33148.5	686.179	1015.96	809.037	0.120713	0.879287	0.360463	0.527663	0.111873	1	0
0.178	5.800	1150	32903.3	686.184	1015.96	809.036	0.120713	0.879287	0.360463	0.52854	0.110997	1	0
0.179	5.800	1150	32915.2	686.184	1015.96	809.036	0.122885	0.877115	0.360349	0.528578	0.111073	1	0
0.18	5.800	1150	33057.2	686.18	1015.96	809.037	0.125171	0.874829	0.360501	0.528006	0.111492	1	0
0.181	5.800	1150	33214.7	686.175	1015.96	809.037	0.118084	0.881916	0.360463	0.527435	0.112102	1	0
0.182	5.800	1150	33195.6	686.176	1015.96	809.037	0.117284	0.882716	0.358634	0.529264	0.112102	1	0
0.183	5.800	1150	33260	686.174	1015.96	809.037	0.119456	0.880544	0.357872	0.529759	0.112369	1	0
0.184	5.800	1150	33438.8	686.17	1015.96	809.037	0.119684	0.880316	0.357948	0.529035	0.113016	1	0
0.185	5.800	1150	33630.9	686.166	1015.96	809.037	0.118999	0.881001	0.358025	0.528235	0.11374	1	0
0.186	5.800	1150	33718.1	686.164	1015.96	809.037	0.11717	0.88283	0.357872	0.528159	0.113969	1	0
0.187	5.800	1150	33595.9	686.168	1015.96	809.037	0.119684	0.880316	0.357796	0.528502	0.113702	1	0
0.188	5.800	1150	33760.6	686.163	1015.96	809.037	0.124028	0.875972	0.357872	0.527816	0.114312	1	0
0.189	5.800	1150	33834.1	686.161	1015.96	809.037	0.120027	0.879973	0.357529	0.527854	0.114617	1	0
0.19	5.800	1150	33852	686.161	1015.96	809.037	0.121513	0.878487	0.357148	0.528349	0.114502	1	0
0.191	5.800	1150	33863.3	686.16	1015.96	809.037	0.121285	0.878715	0.356958	0.528578	0.114464	1	0
0.192	5.800	1150	34039.7	686.156	1015.96	809.038	0.118427	0.881573	0.356424	0.528502	0.115074	1	0
0.193	5.800	1150	33866.3	686.158	1015.96	809.038	0.117627	0.882373	0.355929	0.529378	0.114693	1	0
0.194	5.800	1150	33861.9	686.157	1015.96	809.038	0.121285	0.878715	0.355586	0.529607	0.114807	1	0
0.195	5.800	1150	33844.8	686.157	1015.96	809.038	0.119456	0.880544	0.354672	0.530521	0.114807	1	0
0.196	5.800	1150	33976.8	686.155	1015.96	809.038	0.114655	0.885345	0.353567	0.531169	0.115264	1	0
0.197	5.800	1150	34203.8	686.15	1015.96	809.038	0.117856	0.882144	0.352843	0.531131	0.116027	1	0
0.198	5.800	1150	34098.3	686.153	1015.96	809.038	0.118884	0.881116	0.351738	0.532655	0.115607	1	0
0.199	5.800	1150	34245.5	686.149	1015.96	809.038	0.120142	0.879858	0.350785	0.533189	0.116027	1	0
0.2	5.800	1150	34484.1	686.144	1015.96	809.038	0.120027	0.879973	0.350861	0.532312	0.116827	1	0
0.201	5.800	1150	34270.3	686.151	1015.96	809.038	0.114655	0.885345	0.349909	0.533913	0.116179	1	0
0.202	5.800	1150	34534.7	686.145	1015.96	809.038	0.110654	0.889346	0.349794	0.533227	0.116979	1	0
0.203	5.800	1150	34698.2	686.141	1015.96	809.038	0.110997	0.889003	0.348613	0.533913	0.117474	1	0
0.204	5.800	1150	34784	686.141	1015.97	809.038	0.112026	0.887974	0.347851	0.534408	0.117741	1	0
0.205	5.800	1150	34792.5	686.14	1015.97	809.038	0.113397	0.886603	0.347165	0.535132	0.117703	1	0
0.206	5.800	1150	34853.7	686.139	1015.97	809.038	0.114998	0.885002	0.34766	0.534484	0.117856	1	0
0.207	5.800	1150	34798.5	686.14	1015.97	809.038	0.11877	0.88123	0.347317	0.535056	0.117627	1	0
0.208	5.800	1150	34731.6	686.141	1015.96	809.038	0.117055	0.882945	0.347394	0.535094	0.117513	1	0
0.209	5.800	1150	34608.7	686.143	1015.96	809.038	0.11717	0.88283	0.346403	0.536389	0.117208	1	0
0.21	5.800	1150	34828.6	686.139	1015.97	809.038	0.116598	0.883402	0.34526	0.536961	0.117779	1	0
0.211	5.800	1150	35119.3	686.133	1015.97	809.038	0.119913	0.880087	0.345488	0.535703	0.118808	1	0
0.212	5.800	1150	35140	686.132	1015.97	809.038	0.118198	0.881802	0.346212	0.534827	0.118961	1	0
0.213	5.800	1150	35098.2	686.133	1015.97	809.038	0.114998	0.885002	0.345107	0.536123	0.11877	1	0
0.214	5.800	1150	34922.9	686.137	1015.97	809.038	0.120713	0.879287	0.345527	0.536389	0.118084	1	0
0.215	5.800	1150	35217.2	686.129	1015.97	809.039	0.121628	0.878372	0.345107	0.535818	0.119075	1	0
0.216	5.800	1150	35254.7	686.126	1015.97	809.039	0.125743	0.874257	0.344536	0.536161	0.119303	1	0
0.217	5.800	1150	35192.3	686.126	1015.97	809.039	0.124486	0.875514	0.344879	0.535932	0.119189	1	0
0.218	5.800	1150	35472.6	686.121	1015.97	809.039	0.11877	0.88123	0.344688	0.53517	0.120142	1	0
0.219	5.800	1150	35448.3	686.123	1015.97	809.039	0.115569	0.884431	0.343774	0.536275	0.119951	1	0
0.22	5.800	1150	35576.9	686.118	1015.97	809.039	0.117055	0.882945	0.344917	0.534751	0.120332	1	0
0.221	5.800	1150	35725.6	686.115	1015.97	809.039	0.117284	0.882716	0.344383	0.534789	0.120828	1	0
0.222	5.800	1150	35717.2	686.115	1015.97	809.039	0.114769	0.885231	0.343926	0.535094	0.12098	1	0
0.223	5.800	1150	35562.3	686.118	1015.97	809.039	0.114312	0.885688	0.343621	0.535856	0.120523	1	0
0.224	5.800	1150	35866.8	686.112	1015.97	809.039	0.11797	0.88203	0.344498	0.534027	0.121475	1	0
0.225	5.800	1150	35926.8	686.11	1015.97	809.04	0.118427	0.881573	0.344536	0.533836	0.121628	1	0
0.226	5.800	1150	36073.2	686.106	1015.97	809.04	0.119227	0.880773	0.345146	0.532693	0.122161	1	0
0.227	5.800	1150	36123.6	686.107	1015.97	809.04	0.116712	0.883288	0.346365	0.531283	0.122352	1	0
0.228	5.800	1150	36186.5	686.105	1015.97	809.04	0.118541	0.881459	0.346098	0.531321	0.12258	1	0
0.229	5.800	1150	36211.3	686.104	1015.97	809.04	0.124028	0.875972	0.345717	0.531702	0.12258	1	0
0.23	5.800	1150	36115.4	686.104	1015.97	809.04	0.123685	0.876315	0.34385	0.53376	0.12239	1	0
0.231	5.800	1150	36071.1	686.105	1015.97	809.04	0.118084	0.881916	0.343698	0.533951	0.122352	1	0
0.232	5.800	1150	36139.2	686.104	1015.97	809.04	0.121628	0.878372	0.342897	0.53456	0.122542	1	0
0.233	5.800	1150	36253.3	686.101	1015.97	809.04	0.116827	0.883173	0.342554	0.534446	0.123	1	0
0.234	5.800	1150	36216.6	686.103	1015.97	809.04	0.119456	0.880544	0.343012	0.534065	0.122923	1	0
0.235	5.800	1150	36209.2	686.103	1015.97	809.04	0.117741	0.882259	0.343736	0.533379	0.122885	1	0
0.236	5.800	1150	36219.5	686.102	1015.97	809.04	0.117627	0.882373	0.344117	0.533074	0.122809	1	0
0.237	5.800	1150	36215	686.101	1015.97	809.04	0.120027	0.879973	0.342974	0.534294	0.122733	1	0
