time	pCa	hs_length	force	titin_force	extracellular_force	a_fil_length	m_fil_length	a_pop_0	a_pop_1	m_pop_0	m_pop_1	m_pop_2	c_pop_0	c_pop_1
0.224	4.500	950	32629.7	1850.67	0	1015.94	809.041	0.183128	0.816872	0.152949	0.760631	0.0864198	0.97037	0.0296296
0.225	4.500	950	33078.9	1850.57	0	1015.94	809.042	0.161523	0.838477	0.145405	0.767147	0.0874486	0.974074	0.0259259
0.226	4.500	950	33547.3	1850.52	0	1015.94	809.043	0.160494	0.839506	0.138546	0.772977	0.0884774	0.974074	0.0259259
0.227	4.500	950	32809	1850.63	0	1015.94	809.041	0.167695	0.832305	0.144719	0.768176	0.0871056	0.97037	0.0296296
0.228	4.500	950	33411	1850.56	0	1015.94	809.042	0.176955	0.823045	0.155007	0.756859	0.0881344	0.977778	0.0222222
0.229	4.500	950	33324.8	1850.62	0	1015.95	809.041	0.185185	0.814815	0.159808	0.753086	0.0871056	0.977778	0.0222222
0.23	4.500	950	33359	1850.61	0	1015.95	809.041	0.175926	0.824074	0.165295	0.747257	0.0874486	0.977778	0.0222222
0.231	4.500	950	35310	1850.41	0	1015.95	809.044	0.177984	0.822016	0.152263	0.754458	0.0932785	0.974074	0.0259259
0.232	4.500	950	33797.7	1850.62	0	1015.95	809.041	0.157407	0.842593	0.153635	0.757545	0.0888203	0.981481	0.0185185
0.233	4.500	950	34445.3	1850.52	0	1015.95	809.042	0.148148	0.851852	0.167353	0.742112	0.090535	0.985185	0.0148148
0.234	4.500	950	33967.1	1850.53	0	1015.95	809.042	0.15535	0.84465	0.16118	0.749314	0.0895062	0.988889	0.0111111
0.235	4.500	950	34110.8	1850.56	0	1015.95	809.042	0.177984	0.822016	0.170782	0.739712	0.0895062	0.985185	0.0148148
0.236	4.500	950	32946.8	1850.77	0	1015.95	809.039	0.179012	0.820988	0.15775	0.75583	0.0864198	0.985185	0.0148148
0.237	4.500	950	33461.8	1850.7	0	1015.95	809.04	0.18107	0.81893	0.174897	0.736283	0.0888203	0.985185	0.0148148
0.238	4.500	950	33790.1	1850.67	0	1015.95	809.04	0.176955	0.823045	0.159808	0.750686	0.0895062	0.992593	0.00740741
0.239	4.500	950	34558.3	1850.62	0	1015.95	809.041	0.190329	0.809671	0.163923	0.744513	0.0915638	0.992593	0.00740741
0.24	4.500	950	34706.1	1850.58	0	1015.95	809.041	0.182099	0.817901	0.164609	0.743484	0.0919067	0.992593	0.00740741
0.241	4.500	950	34879.5	1850.58	0	1015.95	809.041	0.185185	0.814815	0.155693	0.752058	0.0922497	0.988889	0.0111111
0.242	4.500	950	35239.3	1850.52	0	1015.95	809.042	0.187243	0.812757	0.158436	0.747257	0.0943073	0.985185	0.0148148
0.243	4.500	950	34892.2	1850.58	0	1015.95	809.041	0.19856	0.80144	0.170782	0.735254	0.0939643	0.985185	0.0148148
0.244	4.500	950	34958.3	1850.62	0	1015.95	809.04	0.192387	0.807613	0.175583	0.729424	0.0949931	0.985185	0.0148148
0.245	4.500	950	35443.2	1850.55	0	1015.95	809.041	0.194444	0.805556	0.187243	0.717078	0.095679	0.985185	0.0148148
0.246	4.500	950	36188.4	1850.45	0	1015.95	809.042	0.177984	0.822016	0.181756	0.719822	0.0984225	0.985185	0.0148148
0.247	4.500	950	35266	1850.53	0	1015.95	809.042	0.182099	0.817901	0.167353	0.737311	0.0953361	0.985185	0.0148148
0.248	4.500	950	35379.8	1850.49	0	1015.95	809.042	0.19856	0.80144	0.171468	0.733196	0.0953361	0.985185	0.0148148
0.249	4.500	950	34682.9	1850.55	0	1015.95	809.042	0.187243	0.812757	0.154321	0.752058	0.0936214	0.985185	0.0148148
0.25	4.500	950	34583.6	1850.55	0	1015.95	809.042	0.176955	0.823045	0.162551	0.744513	0.0929355	0.985185	0.0148148
0.251	4.500	950	33925.7	1850.68	0	1015.95	809.04	0.202675	0.797325	0.168038	0.741084	0.0908779	0.985185	0.0148148
0.252	4.500	950	35138.5	1850.54	0	1015.95	809.042	0.196502	0.803498	0.17284	0.733539	0.0936214	0.981481	0.0185185
0.253	4.500	950	35245.4	1850.49	0	1015.95	809.042	0.183128	0.816872	0.168038	0.737997	0.0939643	0.981481	0.0185185
0.254	4.500	950	35685.4	1850.46	0	1015.95	809.043	0.188272	0.811728	0.170096	0.735597	0.0943073	0.974074	0.0259259
0.255	4.500	950	34996.3	1850.5	0	1015.95	809.042	0.169753	0.830247	0.176955	0.73011	0.0929355	0.977778	0.0222222
0.256	4.500	950	35009.1	1850.47	0	1015.95	809.043	0.176955	0.823045	0.185185	0.721193	0.0936214	0.981481	0.0185185
0.257	4.500	950	34559.6	1850.48	0	1015.95	809.043	0.18107	0.81893	0.179698	0.727709	0.0925926	0.974074	0.0259259
0.258	4.500	950	34127.8	1850.55	0	1015.95	809.042	0.191358	0.808642	0.168038	0.740741	0.0912209	0.977778	0.0222222
0.259	4.500	950	34717.8	1850.55	0	1015.95	809.042	0.183128	0.816872	0.174211	0.732853	0.0929355	0.977778	0.0222222
0.26	4.500	950	35658.8	1850.39	0	1015.95	809.044	0.179012	0.820988	0.173525	0.730453	0.0960219	0.977778	0.0222222
0.261	4.500	950	35688.9	1850.4	0	1015.95	809.043	0.18107	0.81893	0.168724	0.734911	0.0963649	0.977778	0.0222222
0.262	4.500	950	35477.7	1850.43	0	1015.95	809.043	0.169753	0.830247	0.167353	0.737997	0.0946502	0.97037	0.0296296
0.263	4.500	950	36359.5	1850.39	0	1015.95	809.043	0.170782	0.829218	0.161866	0.740741	0.0973937	0.974074	0.0259259
0.264	4.500	950	36481.8	1850.35	0	1015.95	809.044	0.171811	0.828189	0.152263	0.750343	0.0973937	0.966667	0.0333333
0.265	4.500	950	37264.5	1850.24	0	1015.96	809.045	0.180041	0.819959	0.158436	0.742112	0.0994513	0.966667	0.0333333
0.266	4.500	950	36194.5	1850.41	0	1015.95	809.043	0.1893	0.8107	0.159808	0.743484	0.0967078	0.97037	0.0296296
0.267	4.500	950	36246	1850.39	0	1015.95	809.043	0.177984	0.822016	0.152949	0.750343	0.0967078	0.974074	0.0259259
0.268	4.500	950	36617.8	1850.35	0	1015.95	809.044	0.17284	0.82716	0.154321	0.747257	0.0984225	0.977778	0.0222222
0.269	4.500	950	35591.1	1850.42	0	1015.95	809.043	0.175926	0.824074	0.151578	0.752743	0.095679	0.981481	0.0185185
0.27	4.500	950	35587.6	1850.43	0	1015.95	809.043	0.180041	0.819959	0.16118	0.743141	0.095679	0.977778	0.0222222
0.271	4.500	950	35002.9	1850.49	0	1015.95	809.042	0.166667	0.833333	0.17284	0.732853	0.0943073	0.977778	0.0222222
0.272	4.500	950	35660.7	1850.41	0	1015.95	809.043	0.166667	0.833333	0.150206	0.753429	0.0963649	0.974074	0.0259259
0.273	4.500	950	35553.5	1850.44	0	1015.95	809.043	0.16358	0.83642	0.146776	0.756516	0.0967078	0.977778	0.0222222
0.274	4.500	950	36092.1	1850.3	0	1015.95	809.045	0.150206	0.849794	0.150206	0.752058	0.0977366	0.977778	0.0222222
0.275	4.500	950	35949.3	1850.28	0	1015.95	809.045	0.162551	0.837449	0.146091	0.756516	0.0973937	0.977778	0.0222222
0.276	4.500	950	36507.8	1850.26	0	1015.95	809.045	0.175926	0.824074	0.134431	0.765775	0.0997942	0.977778	0.0222222
0.277	4.500	950	36380.8	1850.24	0	1015.95	809.046	0.195473	0.804527	0.158436	0.742455	0.0991084	0.977778	0.0222222
0.278	4.500	950	35271.6	1850.36	0	1015.95	809.044	0.177984	0.822016	0.159122	0.743827	0.0970508	0.974074	0.0259259
0.279	4.500	950	35974.2	1850.27	0	1015.95	809.045	0.16358	0.83642	0.14952	0.753086	0.0973937	0.981481	0.0185185
0.28	4.500	950	35331.9	1850.36	0	1015.95	809.044	0.17284	0.82716	0.143347	0.761317	0.0953361	0.981481	0.0185185
0.281	4.500	950	36161.7	1850.27	0	1015.95	809.045	0.1893	0.8107	0.139918	0.762689	0.0973937	0.977778	0.0222222
0.282	4.500	950	36008.2	1850.29	0	1015.95	809.045	0.170782	0.829218	0.159122	0.743484	0.0973937	0.988889	0.0111111
0.283	4.500	950	37009.8	1850.18	0	1015.95	809.046	0.190329	0.809671	0.150892	0.749657	0.0994513	0.985185	0.0148148
0.284	4.500	950	37076.2	1850.17	0	1015.95	809.046	0.188272	0.811728	0.14952	0.750686	0.0997942	0.97037	0.0296296
0.285	4.500	950	37662.3	1850.1	0	1015.95	809.047	0.165638	0.834362	0.152949	0.745885	0.101166	0.966667	0.0333333
0.286	4.500	950	37569.9	1850.17	0	1015.96	809.046	0.156379	0.843621	0.144719	0.754801	0.10048	0.97037	0.0296296
0.287	4.500	950	37705.8	1850.17	0	1015.96	809.046	0.164609	0.835391	0.142661	0.756173	0.101166	0.974074	0.0259259
0.288	4.500	950	37257.3	1850.23	0	1015.95	809.045	0.164609	0.835391	0.144719	0.755144	0.100137	0.97037	0.0296296
0.289	4.500	950	38405.6	1850.09	0	1015.96	809.047	0.171811	0.828189	0.136488	0.761317	0.102195	0.966667	0.0333333
0.29	4.500	950	38124.9	1850.11	0	1015.96	809.047	0.159465	0.840535	0.133059	0.765089	0.101852	0.966667	0.0333333
0.291	4.500	950	38335.1	1850.12	0	1015.96	809.047	0.171811	0.828189	0.150892	0.746228	0.102881	0.966667	0.0333333
0.292	4.500	950	37207.4	1850.27	0	1015.96	809.045	0.169753	0.830247	0.150206	0.75	0.0997942	0.974074	0.0259259
0.293	4.500	950	37822.9	1850.2	0	1015.96	809.046	0.15535	0.84465	0.150206	0.747257	0.102538	0.974074	0.0259259
0.294	4.500	950	37728	1850.16	0	1015.96	809.046	0.160494	0.839506	0.153635	0.743484	0.102881	0.97037	0.0296296
0.295	4.500	950	37019.1	1850.19	0	1015.95	809.046	0.177984	0.822016	0.152263	0.746914	0.100823	0.97037	0.0296296
0.296	4.500	950	37361.5	1850.11	0	1015.95	809.047	0.171811	0.828189	0.156379	0.742798	0.100823	0.974074	0.0259259
0.297	4.500	950	37486.8	1850.1	0	1015.95	809.047	0.180041	0.819959	0.165981	0.733196	0.100823	0.981481	0.0185185
0.298	4.500	950	37119.5	1850.14	0	1015.95	809.047	0.154321	0.845679	0.150206	0.750343	0.0994513	0.985185	0.0148148
0.299	4.500	950	36449.4	1850.23	0	1015.95	809.046	0.171811	0.828189	0.150892	0.751372	0.0977366	0.985185	0.0148148
0.3	4.500	950	36204.1	1850.21	0	1015.95	809.046	0.174897	0.825103	0.160494	0.742798	0.0967078	0.977778	0.0222222
0.301	4.500	950	36526.1	1850.2	0	1015.95	809.046	0.170782	0.829218	0.150206	0.752743	0.0970508	0.974074	0.0259259
0.302	4.500	950	37193.7	1850.15	0	1015.95	809.047	0.192387	0.807613	0.144719	0.756173	0.0991084	0.977778	0.0222222
0.303	4.500	950	36902.5	1850.21	0	1015.95	809.046	0.175926	0.824074	0.154321	0.746914	0.0987654	0.977778	0.0222222
0.304	4.500	950	37783.3	1850.09	0	1015.95	809.047	0.171811	0.828189	0.158436	0.740741	0.100823	0.977778	0.0222222
0.305	4.500	950	37081.8	1850.16	0	1015.95	809.046	0.168724	0.831276	0.150892	0.750686	0.0984225	0.981481	0.0185185
0.306	4.500	950	37698.3	1850.15	0	1015.96	809.046	0.152263	0.847737	0.158436	0.741427	0.100137	0.981481	0.0185185
0.307	4.500	950	38025.7	1850.12	0	1015.96	809.047	0.153292	0.846708	0.151578	0.746914	0.101509	0.981481	0.0185185
0.308	4.500	950	37996	1850.08	0	1015.96	809.047	0.169753	0.830247	0.142661	0.756173	0.101166	0.981481	0.0185185
0.309	4.500	950	38079.1	1850.07	0	1015.96	809.047	0.166667	0.833333	0.144033	0.754115	0.101852	0.981481	0.0185185
0.31	4.500	950	37982.4	1850.06	0	1015.95	809.048	0.159465	0.840535	0.147462	0.750343	0.102195	0.977778	0.0222222
0.311	4.500	950	38915.8	1849.94	0	1015.96	809.049	0.171811	0.828189	0.143347	0.752058	0.104595	0.974074	0.0259259
0.312	4.500	950	39225.3	1849.92	0	1015.96	809.049	0.170782	0.829218	0.143347	0.750686	0.105967	0.974074	0.0259259
0.313	4.500	950	38065	1850.02	0	1015.95	809.048	0.168724	0.831276	0.13786	0.759945	0.102195	0.981481	0.0185185
0.314	4.500	950	39062.3	1849.92	0	1015.96	809.049	0.160494	0.839506	0.151578	0.744513	0.103909	0.981481	0.0185185
0.315	4.500	950	38279.9	1850.03	0	1015.96	809.048	0.158436	0.841564	0.135802	0.762689	0.101509	0.992593	0.00740741
0.316	4.500	950	39206.5	1849.91	0	1015.96	809.049	0.165638	0.834362	0.152949	0.743484	0.103567	0.988889	0.0111111
0.317	4.500	950	38875.8	1849.97	0	1015.96	809.049	0.156379	0.843621	0.145405	0.751715	0.102881	0.981481	0.0185185
0.318	4.500	950	38304.5	1850.04	0	1015.96	809.048	0.17284	0.82716	0.14952	0.748285	0.102195	0.974074	0.0259259
0.319	4.500	950	38736.8	1849.97	0	1015.96	809.049	0.162551	0.837449	0.131001	0.766118	0.102881	0.974074	0.0259259
0.32	4.500	950	38150.4	1850.05	0	1015.96	809.048	0.158436	0.841564	0.140604	0.75823	0.101166	0.974074	0.0259259
0.321	4.500	950	38440.2	1850.01	0	1015.96	809.048	0.143004	0.856996	0.145405	0.752058	0.102538	0.966667	0.0333333
0.322	4.500	950	38248.6	1850.01	0	1015.96	809.048	0.16358	0.83642	0.13786	0.759945	0.102195	0.966667	0.0333333
0.323	4.500	950	37882.5	1850.09	0	1015.95	809.047	0.158436	0.841564	0.153635	0.744856	0.101509	0.966667	0.0333333
0.324	4.500	950	38007.9	1850.04	0	1015.95	809.048	0.180041	0.819959	0.150892	0.747599	0.101509	0.974074	0.0259259
0.325	4.500	950	36693.8	1850.17	0	1015.95	809.047	0.171811	0.828189	0.146776	0.755144	0.0980796	0.966667	0.0333333
0.326	4.500	950	36171.6	1850.27	0	1015.95	809.045	0.183128	0.816872	0.172154	0.731824	0.0960219	0.97037	0.0296296
0.327	4.500	950	37008.7	1850.14	0	1015.95	809.047	0.171811	0.828189	0.151578	0.750686	0.0977366	0.974074	0.0259259
0.328	4.500	950	37174.2	1850.07	0	1015.95	809.048	0.166667	0.833333	0.144033	0.757545	0.0984225	0.977778	0.0222222
0.329	4.500	950	38247.3	1849.93	0	1015.95	809.049	0.179012	0.820988	0.141289	0.757545	0.101166	0.977778	0.0222222
0.33	4.500	950	39373.5	1849.79	0	1015.96	809.051	0.175926	0.824074	0.139918	0.756173	0.103909	0.977778	0.0222222
0.331	4.500	950	39121.1	1849.78	0	1015.95	809.051	0.166667	0.833333	0.128258	0.767833	0.103909	0.981481	0.0185185
0.332	4.500	950	39853	1849.6	0	1015.95	809.054	0.182099	0.817901	0.159122	0.735254	0.105624	0.981481	0.0185185
0.333	4.500	950	39742.8	1849.62	0	1015.95	809.053	0.177984	0.822016	0.141289	0.752743	0.105967	0.977778	0.0222222
0.334	4.500	950	40315.9	1849.54	0	1015.95	809.054	0.161523	0.838477	0.127572	0.764746	0.107682	0.981481	0.0185185
0.335	4.500	950	40113	1849.57	0	1015.95	809.054	0.159465	0.840535	0.132373	0.761317	0.10631	0.981481	0.0185185
0.336	4.500	950	40872.5	1849.49	0	1015.96	809.055	0.157407	0.842593	0.119342	0.772291	0.108368	0.981481	0.0185185
0.337	4.500	950	42116.1	1849.45	0	1015.96	809.055	0.149177	0.850823	0.113169	0.775034	0.111797	0.981481	0.0185185
0.338	4.500	950	41077.7	1849.58	0	1015.96	809.053	0.160494	0.839506	0.111111	0.778807	0.110082	0.981481	0.0185185
0.339	4.500	950	41202.5	1849.54	0	1015.96	809.054	0.151235	0.848765	0.117284	0.771948	0.110768	0.981481	0.0185185
0.34	4.500	950	40189.4	1849.65	0	1015.96	809.053	0.170782	0.829218	0.130316	0.761317	0.108368	0.985185	0.0148148
0.341	4.500	950	38918.1	1849.76	0	1015.95	809.052	0.168724	0.831276	0.115226	0.780521	0.104252	0.981481	0.0185185
0.342	4.500	950	38528.2	1849.87	0	1015.95	809.05	0.175926	0.824074	0.127572	0.769204	0.103224	0.977778	0.0222222
0.343	4.500	950	38655.3	1849.81	0	1015.95	809.051	0.184156	0.815844	0.137174	0.759945	0.102881	0.974074	0.0259259
0.344	4.500	950	39687	1849.67	0	1015.95	809.053	0.166667	0.833333	0.135802	0.759602	0.104595	0.974074	0.0259259
0.345	4.500	950	38956.3	1849.73	0	1015.95	809.052	0.153292	0.846708	0.139232	0.757888	0.102881	0.977778	0.0222222
0.346	4.500	950	37674.3	1849.91	0	1015.95	809.05	0.150206	0.849794	0.126886	0.772977	0.100137	0.977778	0.0222222
0.347	4.500	950	38271.5	1849.87	0	1015.95	809.05	0.160494	0.839506	0.124143	0.774348	0.101509	0.981481	0.0185185
0.348	4.500	950	38492.7	1849.85	0	1015.95	809.051	0.164609	0.835391	0.124143	0.774348	0.101509	0.977778	0.0222222
0.349	4.500	950	37882.7	1849.92	0	1015.95	809.05	0.16358	0.83642	0.133059	0.767147	0.0997942	0.981481	0.0185185
0.35	4.500	950	37149.2	1849.97	0	1015.95	809.049	0.176955	0.823045	0.121399	0.780864	0.0977366	0.985185	0.0148148
0.351	4.500	950	37239.2	1850.06	0	1015.95	809.048	0.169753	0.830247	0.1262	0.77572	0.0980796	0.985185	0.0148148
0.352	4.500	950	37362.6	1850.06	0	1015.95	809.048	0.169753	0.830247	0.127572	0.774348	0.0980796	0.985185	0.0148148
0.353	4.500	950	37073.6	1850.1	0	1015.95	809.047	0.173868	0.826132	0.136488	0.766461	0.0970508	0.985185	0.0148148
0.354	4.500	950	37757.7	1849.97	0	1015.95	809.049	0.169753	0.830247	0.134431	0.766461	0.0991084	0.985185	0.0148148
0.355	4.500	950	37708.4	1849.98	0	1015.95	809.049	0.164609	0.835391	0.132373	0.769204	0.0984225	0.988889	0.0111111
0.356	4.500	950	38553.5	1849.91	0	1015.95	809.05	0.16358	0.83642	0.141289	0.757202	0.101509	0.985185	0.0148148
0.357	4.500	950	39368.9	1849.86	0	1015.96	809.05	0.173868	0.826132	0.118656	0.778121	0.103224	0.988889	0.0111111
0.358	4.500	950	38471	1850.04	0	1015.96	809.048	0.15535	0.84465	0.122771	0.77572	0.101509	0.985185	0.0148148
0.359	4.500	950	38887.6	1850	0	1015.96	809.048	0.164609	0.835391	0.128258	0.768861	0.102881	0.985185	0.0148148
0.36	4.500	950	38738.3	1849.97	0	1015.96	809.049	0.16358	0.83642	0.127572	0.770919	0.101509	0.981481	0.0185185
0.361	4.500	950	39598.8	1849.86	0	1015.96	809.05	0.167695	0.832305	0.124143	0.772291	0.103567	0.981481	0.0185185
0.362	4.500	950	39212.5	1849.87	0	1015.96	809.05	0.171811	0.828189	0.130316	0.76749	0.102195	0.977778	0.0222222
0.363	4.500	950	39818.2	1849.86	0	1015.96	809.05	0.168724	0.831276	0.137174	0.75823	0.104595	0.977778	0.0222222
0.364	4.500	950	39940.9	1849.83	0	1015.96	809.05	0.162551	0.837449	0.139232	0.75583	0.104938	0.974074	0.0259259
0.365	4.500	950	39416.2	1849.87	0	1015.96	809.05	0.160494	0.839506	0.138546	0.756859	0.104595	0.974074	0.0259259
0.366	4.500	950	38739.8	1849.9	0	1015.95	809.05	0.166667	0.833333	0.141975	0.755487	0.102538	0.977778	0.0222222
0.367	4.500	950	38681.3	1849.92	0	1015.96	809.049	0.160494	0.839506	0.13786	0.758916	0.103224	0.974074	0.0259259
0.368	4.500	950	39473.2	1849.86	0	1015.96	809.05	0.166667	0.833333	0.151578	0.743827	0.104595	0.981481	0.0185185
0.369	4.500	950	39009.4	1849.91	0	1015.96	809.049	0.171811	0.828189	0.152263	0.744513	0.103224	0.977778	0.0222222
0.37	4.500	950	38849.4	1849.9	0	1015.96	809.05	0.164609	0.835391	0.145405	0.751715	0.102881	0.974074	0.0259259
0.371	4.500	950	38995.1	1849.9	0	1015.96	809.05	0.165638	0.834362	0.143347	0.752743	0.103909	0.97037	0.0296296
0.372	4.500	950	38396.5	1849.98	0	1015.96	809.049	0.16358	0.83642	0.148148	0.749657	0.102195	0.977778	0.0222222
0.373	4.500	950	38548.6	1849.94	0	1015.95	809.049	0.156379	0.843621	0.14952	0.748285	0.102195	0.974074	0.0259259
0.374	4.500	950	38561.8	1850.01	0	1015.96	809.048	0.15535	0.84465	0.138546	0.757545	0.103909	0.974074	0.0259259
0.375	4.500	950	39030.9	1849.98	0	1015.96	809.048	0.156379	0.843621	0.146776	0.748628	0.104595	0.981481	0.0185185
0.376	4.500	950	39120.3	1849.98	0	1015.96	809.048	0.168724	0.831276	0.144033	0.752401	0.103567	0.988889	0.0111111
0.377	4.500	950	37766.7	1850.13	0	1015.96	809.047	0.147119	0.852881	0.141975	0.757545	0.10048	0.988889	0.0111111
0.378	4.500	950	36958.9	1850.2	0	1015.95	809.046	0.18107	0.81893	0.148834	0.751372	0.0997942	0.988889	0.0111111
0.379	4.500	950	37075.7	1850.2	0	1015.95	809.046	0.18107	0.81893	0.153635	0.746914	0.0994513	0.988889	0.0111111
0.38	4.500	950	38119.9	1850.08	0	1015.96	809.047	0.154321	0.845679	0.162551	0.735597	0.101852	0.985185	0.0148148
0.381	4.500	950	37360.4	1850.16	0	1015.95	809.046	0.176955	0.823045	0.163237	0.736626	0.100137	0.985185	0.0148148
0.382	4.500	950	37024.5	1850.16	0	1015.95	809.047	0.166667	0.833333	0.152949	0.747599	0.0994513	0.988889	0.0111111
0.383	4.500	950	37510.2	1850.14	0	1015.95	809.047	0.161523	0.838477	0.174211	0.724623	0.101166	0.992593	0.00740741
0.384	4.500	950	37542	1850.13	0	1015.95	809.047	0.174897	0.825103	0.148834	0.748628	0.102538	0.992593	0.00740741
0.385	4.500	950	35981.8	1850.3	0	1015.95	809.045	0.180041	0.819959	0.143347	0.758573	0.0980796	0.992593	0.00740741
0.386	4.500	950	36363.9	1850.27	0	1015.95	809.045	0.162551	0.837449	0.159808	0.74177	0.0984225	0.992593	0.00740741
0.387	4.500	950	37116.6	1850.2	0	1015.95	809.046	0.169753	0.830247	0.141975	0.757888	0.100137	0.992593	0.00740741
0.388	4.500	950	37488.3	1850.18	0	1015.95	809.046	0.169753	0.830247	0.156379	0.743141	0.10048	0.996296	0.0037037
0.389	4.500	950	38013.2	1850.11	0	1015.96	809.047	0.165638	0.834362	0.141289	0.75583	0.102881	0.996296	0.0037037
0.39	4.500	950	37530.9	1850.16	0	1015.95	809.046	0.174897	0.825103	0.145405	0.753429	0.101166	0.996296	0.0037037
0.391	4.500	950	38221.5	1850.04	0	1015.96	809.048	0.157407	0.842593	0.155693	0.742112	0.102195	0.996296	0.0037037
0.392	4.500	950	38145.2	1850.03	0	1015.95	809.048	0.170782	0.829218	0.151578	0.746571	0.101852	0.996296	0.0037037
0.393	4.500	950	38930.1	1849.92	0	1015.96	809.049	0.17284	0.82716	0.138546	0.757545	0.103909	0.996296	0.0037037
0.394	4.500	950	39169.8	1849.87	0	1015.96	809.05	0.166667	0.833333	0.147462	0.747942	0.104595	0.996296	0.0037037
0.395	4.500	950	39236.6	1849.88	0	1015.96	809.05	0.159465	0.840535	0.141289	0.754115	0.104595	0.992593	0.00740741
0.396	4.500	950	39334.1	1849.87	0	1015.96	809.05	0.169753	0.830247	0.127572	0.76749	0.104938	0.992593	0.00740741
0.397	4.500	950	39315.1	1849.85	0	1015.96	809.05	0.161523	0.838477	0.144719	0.750343	0.104938	0.992593	0.00740741
0.398	4.500	950	40906.9	1849.68	0	1015.96	809.052	0.166667	0.833333	0.139918	0.751372	0.108711	0.988889	0.0111111
0.399	4.500	950	40398.2	1849.68	0	1015.96	809.052	0.158436	0.841564	0.132373	0.760288	0.107339	0.992593	0.00740741
0.4	4.500	950	40065.5	1849.7	0	1015.96	809.052	0.173868	0.826132	0.123457	0.769204	0.107339	0.988889	0.0111111
0.401	4.500	950	38558.6	1849.78	0	1015.95	809.052	0.192387	0.807613	0.140604	0.75583	0.103567	0.985185	0.0148148
0.402	4.500	950	39589.9	1849.68	0	1015.95	809.053	0.177984	0.822016	0.126886	0.767147	0.105967	0.981481	0.0185185
0.403	4.500	950	39776.2	1849.66	0	1015.95	809.053	0.18107	0.81893	0.133745	0.759945	0.10631	0.981481	0.0185185
0.404	4.500	950	40376.3	1849.56	0	1015.96	809.054	0.174897	0.825103	0.131687	0.761317	0.106996	0.981481	0.0185185
0.405	4.500	950	39792.1	1849.56	0	1015.95	809.054	0.170782	0.829218	0.135802	0.758573	0.105624	0.981481	0.0185185
0.406	4.500	950	39832.7	1849.55	0	1015.95	809.054	0.156379	0.843621	0.135802	0.75823	0.105967	0.985185	0.0148148
0.407	4.500	950	40220.3	1849.53	0	1015.95	809.054	0.161523	0.838477	0.127572	0.766118	0.10631	0.985185	0.0148148
0.408	4.500	950	39686.6	1849.59	0	1015.95	809.054	0.161523	0.838477	0.122771	0.771948	0.105281	0.985185	0.0148148
0.409	4.500	950	38760.2	1849.76	0	1015.95	809.052	0.161523	0.838477	0.138546	0.757888	0.103567	0.985185	0.0148148
0.41	4.500	950	38739.7	1849.78	0	1015.95	809.051	0.16358	0.83642	0.137174	0.759259	0.103567	0.988889	0.0111111
0.411	4.500	950	38871.8	1849.75	0	1015.95	809.052	0.164609	0.835391	0.124829	0.772291	0.102881	0.992593	0.00740741
0.412	4.500	950	40171.1	1849.64	0	1015.96	809.053	0.161523	0.838477	0.123457	0.76989	0.106653	0.992593	0.00740741
0.413	4.500	950	39427.8	1849.78	0	1015.96	809.051	0.167695	0.832305	0.128944	0.765432	0.105624	0.988889	0.0111111
0.414	4.500	950	39112.6	1849.81	0	1015.95	809.051	0.171811	0.828189	0.133059	0.763032	0.103909	0.988889	0.0111111
0.415	4.500	950	38337.6	1849.94	0	1015.95	809.049	0.167695	0.832305	0.116598	0.781893	0.101509	0.988889	0.0111111
0.416	4.500	950	39371.7	1849.81	0	1015.96	809.051	0.164609	0.835391	0.128944	0.767147	0.103909	0.992593	0.00740741
0.417	4.500	950	39285.6	1849.8	0	1015.96	809.051	0.186214	0.813786	0.130316	0.766118	0.103567	0.992593	0.00740741
0.418	4.500	950	39176	1849.87	0	1015.96	809.05	0.174897	0.825103	0.139918	0.756516	0.103567	0.992593	0.00740741
0.419	4.500	950	40559.2	1849.71	0	1015.96	809.052	0.168724	0.831276	0.12963	0.763717	0.106653	0.992593	0.00740741
0.42	4.500	950	39270.7	1849.86	0	1015.96	809.05	0.158436	0.841564	0.132373	0.765432	0.102195	0.988889	0.0111111
0.421	4.500	950	38727.5	1849.96	0	1015.96	809.049	0.173868	0.826132	0.154321	0.743827	0.101852	0.992593	0.00740741
0.422	4.500	950	38447.6	1850.03	0	1015.96	809.048	0.167695	0.832305	0.140604	0.75823	0.101166	0.988889	0.0111111
0.423	4.500	950	37265.2	1850.15	0	1015.95	809.047	0.16358	0.83642	0.145405	0.757202	0.0973937	0.985185	0.0148148
0.424	4.500	950	37727.2	1850.08	0	1015.95	809.047	0.162551	0.837449	0.14952	0.752058	0.0984225	0.988889	0.0111111
0.425	4.500	950	37096.8	1850.14	0	1015.95	809.047	0.158436	0.841564	0.143347	0.759602	0.0970508	0.981481	0.0185185
0.426	4.500	950	37636.9	1850.08	0	1015.95	809.047	0.17284	0.82716	0.152949	0.748285	0.0987654	0.981481	0.0185185
0.427	4.500	950	37438.5	1850.12	0	1015.95	809.047	0.180041	0.819959	0.139918	0.761317	0.0987654	0.985185	0.0148148
0.428	4.500	950	37364.9	1850.07	0	1015.95	809.048	0.18107	0.81893	0.155693	0.746571	0.0977366	0.981481	0.0185185
0.429	4.500	950	37357.7	1850.03	0	1015.95	809.048	0.161523	0.838477	0.153635	0.748285	0.0980796	0.981481	0.0185185
