time	pCa	hs_length	force	passive_force	a_fil_length	m_fil_length	a_pop_0	a_pop_1	m_pop_0	m_pop_1	m_pop_2	c_pop_0	c_pop_1
0.018	4.500	1150	2853.41	686.923	1015.88	809.004	0.113283	0.886717	0.843698	0.148758	0.00754458	1	0
0.019	4.500	1150	3053.71	686.919	1015.88	809.004	0.108253	0.891747	0.836305	0.155464	0.00823045	1	0
0.02	4.500	1150	3297.69	686.913	1015.88	809.004	0.111225	0.888775	0.829104	0.161751	0.00914495	1	0
0.021	4.500	1150	3584.91	686.907	1015.88	809.004	0.105853	0.894147	0.821521	0.168305	0.0101738	1	0
0.022	4.500	1150	3872.99	686.9	1015.88	809.005	0.103452	0.896548	0.814624	0.174249	0.0111264	1	0
0.023	4.500	1150	4139.89	686.893	1015.88	809.005	0.105738	0.894262	0.807689	0.18027	0.0120408	1	0
0.024	4.500	1150	4365	686.887	1015.89	809.005	0.106767	0.893233	0.799611	0.187548	0.012841	1	0
0.025	4.500	1150	4717.88	686.878	1015.89	809.006	0.105053	0.894947	0.792829	0.193149	0.0140223	1	0
0.026	4.500	1150	5063.59	686.87	1015.89	809.006	0.104024	0.895976	0.785284	0.19955	0.0151654	1	0
0.027	4.500	1150	5375.18	686.862	1015.89	809.006	0.102881	0.897119	0.778845	0.204847	0.0163085	1	0
0.028	4.500	1150	5632	686.856	1015.89	809.007	0.107225	0.892775	0.771643	0.211172	0.0171849	1	0
0.029	4.500	1150	5918.93	686.848	1015.89	809.007	0.103909	0.896091	0.765966	0.215821	0.0182137	1	0
0.03	4.500	1150	6232.41	686.84	1015.89	809.007	0.102881	0.897119	0.760593	0.220165	0.0192425	1	0
0.031	4.500	1150	6489.45	686.833	1015.89	809.008	0.0981939	0.901806	0.754039	0.225918	0.0200427	1	0
0.032	4.500	1150	6710.22	686.828	1015.89	809.008	0.101166	0.898834	0.74798	0.231215	0.0208048	1	0
0.033	4.500	1150	6929.53	686.824	1015.89	809.008	0.100823	0.899177	0.741007	0.237388	0.0216049	1	0
0.034	4.500	1150	7206.99	686.817	1015.89	809.008	0.0979652	0.902035	0.734644	0.242722	0.0226337	1	0
0.035	4.500	1150	7292.64	686.816	1015.89	809.008	0.0991084	0.900892	0.728166	0.248781	0.0230529	1	0
0.036	4.500	1150	7726.14	686.804	1015.89	809.009	0.0948788	0.905121	0.722603	0.252705	0.0246914	1	0
0.037	4.500	1150	8070.39	686.795	1015.89	809.009	0.0955647	0.904435	0.716469	0.257659	0.0258726	1	0
0.038	4.500	1150	8425.23	686.786	1015.9	809.01	0.0984225	0.901578	0.710982	0.261888	0.02713	1	0
0.039	4.500	1150	8837.2	686.776	1015.9	809.01	0.0962506	0.903749	0.705838	0.265585	0.028578	1	0
0.04	4.500	1150	9165.2	686.768	1015.9	809.01	0.0951075	0.904893	0.699703	0.270576	0.0297211	1	0
0.041	4.500	1150	9519.04	686.76	1015.9	809.011	0.0913352	0.908665	0.694254	0.274806	0.0309404	1	0
0.042	4.500	1150	9875.43	686.751	1015.9	809.011	0.092021	0.907979	0.689377	0.278616	0.0320073	1	0
0.043	4.500	1150	10190.3	686.744	1015.9	809.012	0.0932785	0.906722	0.685719	0.281207	0.0330742	1	0
0.044	4.500	1150	10337.3	686.74	1015.9	809.012	0.0948788	0.905121	0.680956	0.28536	0.0336839	1	0
0.045	4.500	1150	10596.8	686.734	1015.9	809.012	0.09385	0.90615	0.674783	0.290657	0.0345603	1	0
0.046	4.500	1150	10936.8	686.725	1015.9	809.012	0.0906493	0.909351	0.669982	0.294239	0.0357796	1	0
0.047	4.500	1150	11235.1	686.717	1015.9	809.013	0.0922497	0.90775	0.666057	0.297173	0.0367703	1	0
0.048	4.500	1150	11479.2	686.711	1015.9	809.013	0.0928212	0.907179	0.661408	0.300983	0.0376086	1	0
0.049	4.500	1150	11815.7	686.703	1015.9	809.013	0.0977366	0.902263	0.657103	0.304184	0.0387136	1	0
0.05	4.500	1150	12019.2	686.697	1015.91	809.014	0.0957933	0.904207	0.65112	0.30948	0.0393995	1	0
0.051	4.500	1150	12209.1	686.692	1015.91	809.014	0.0914495	0.908551	0.645709	0.314167	0.0401235	1	0
0.052	4.500	1150	12659	686.681	1015.91	809.014	0.0893919	0.910608	0.640413	0.317901	0.0416857	1	0
0.053	4.500	1150	12977.6	686.673	1015.91	809.015	0.092021	0.907979	0.636869	0.32034	0.0427907	1	0
0.054	4.500	1150	13203.8	686.667	1015.91	809.015	0.0932785	0.906722	0.632297	0.324112	0.0435909	1	0
0.055	4.500	1150	13597.8	686.658	1015.91	809.015	0.0871056	0.912894	0.625629	0.329447	0.0449246	1	0
0.056	4.500	1150	13785.7	686.655	1015.91	809.016	0.0891632	0.910837	0.619951	0.334438	0.0456104	1	0
0.057	4.500	1150	14037.1	686.649	1015.91	809.016	0.086877	0.913123	0.615569	0.337982	0.0464487	1	0
0.058	4.500	1150	14391.4	686.64	1015.91	809.016	0.0877915	0.912209	0.610844	0.341411	0.0477442	1	0
0.059	4.500	1150	14777.3	686.63	1015.91	809.017	0.0880201	0.91198	0.605548	0.345298	0.0491541	1	0
0.06	4.500	1150	15117	686.622	1015.91	809.017	0.0851623	0.914838	0.599261	0.350404	0.0503353	1	0
0.061	4.500	1150	15256.2	686.617	1015.91	809.017	0.0882487	0.911751	0.594841	0.354176	0.0509831	1	0
0.062	4.500	1150	15623.1	686.608	1015.91	809.018	0.0871056	0.912894	0.591602	0.356234	0.0521643	1	0
0.063	4.500	1150	15919.5	686.601	1015.92	809.018	0.0845908	0.915409	0.588211	0.35852	0.0532693	1	0
0.064	4.500	1150	16005.5	686.598	1015.92	809.018	0.0864198	0.91358	0.58421	0.362178	0.0536123	1	0
0.065	4.500	1150	16382.3	686.588	1015.92	809.019	0.088706	0.911294	0.580895	0.364198	0.0549078	1	0
0.066	4.500	1150	16620.3	686.582	1015.92	809.019	0.0843621	0.915638	0.578647	0.365531	0.0558223	1	0
0.067	4.500	1150	16870.8	686.576	1015.92	809.019	0.086877	0.913123	0.574493	0.368808	0.0566987	1	0
0.068	4.500	1150	17190.3	686.568	1015.92	809.02	0.0873342	0.912666	0.570226	0.372047	0.0577275	1	0
0.069	4.500	1150	17420.2	686.562	1015.92	809.02	0.0893919	0.910608	0.566644	0.374752	0.0586039	1	0
0.07	4.500	1150	17550.4	686.558	1015.92	809.02	0.0892775	0.910722	0.563367	0.377648	0.0589849	1	0
0.071	4.500	1150	17605.9	686.557	1015.92	809.02	0.0879058	0.912094	0.558147	0.38264	0.0592135	1	0
0.072	4.500	1150	17702.3	686.554	1015.92	809.02	0.083219	0.916781	0.554565	0.385879	0.0595565	1	0
0.073	4.500	1150	17774.5	686.551	1015.92	809.02	0.0807042	0.919296	0.551555	0.388546	0.0598994	1	0
0.074	4.500	1150	18334.5	686.538	1015.92	809.021	0.079904	0.920096	0.548735	0.389346	0.0619189	1	0
0.075	4.500	1150	18580.6	686.533	1015.92	809.021	0.0752172	0.924783	0.545306	0.391975	0.0627191	1	0
0.076	4.500	1150	18886.3	686.525	1015.92	809.021	0.0805898	0.91941	0.541991	0.394185	0.0638241	1	0
0.077	4.500	1150	19107	686.521	1015.92	809.022	0.0810471	0.918953	0.538409	0.396967	0.0646243	1	0
0.078	4.500	1150	19271.4	686.517	1015.92	809.022	0.0812757	0.918724	0.533417	0.401387	0.0651959	1	0
0.079	4.500	1150	19589.5	686.508	1015.92	809.022	0.0834476	0.916552	0.531664	0.401997	0.066339	1	0
0.08	4.500	1150	19708.9	686.504	1015.92	809.022	0.0844765	0.915524	0.528045	0.405235	0.06672	1	0
0.081	4.500	1150	19861.5	686.501	1015.93	809.023	0.081733	0.918267	0.524501	0.408246	0.0672535	1	0
0.082	4.500	1150	20084.7	686.496	1015.93	809.023	0.0858482	0.914152	0.521338	0.410684	0.0679774	1	0
0.083	4.500	1150	20154.8	686.494	1015.93	809.023	0.0841335	0.915866	0.517566	0.41419	0.0682442	1	0
0.084	4.500	1150	20230.4	686.493	1015.93	809.023	0.079904	0.920096	0.514441	0.417086	0.0684728	1	0
0.085	4.500	1150	20469.7	686.488	1015.93	809.023	0.0808185	0.919182	0.511965	0.418877	0.0691587	1	0
0.086	4.500	1150	20808.4	686.479	1015.93	809.023	0.0804755	0.919524	0.509031	0.420668	0.0703018	1	0
0.087	4.500	1150	20967.3	686.476	1015.93	809.024	0.0797897	0.92021	0.505335	0.423754	0.0709114	1	0
0.088	4.500	1150	21115.9	686.472	1015.93	809.024	0.0769319	0.923068	0.502439	0.426116	0.0714449	1	0
0.089	4.500	1150	21408.5	686.466	1015.93	809.024	0.072931	0.927069	0.500076	0.427412	0.0725118	1	0
0.09	4.500	1150	21747.6	686.458	1015.93	809.024	0.0716735	0.928326	0.497904	0.428326	0.0737692	1	0
0.091	4.500	1150	21767.6	686.458	1015.93	809.024	0.06893	0.93107	0.495313	0.430765	0.0739217	1	0
0.092	4.500	1150	22012.7	686.451	1015.93	809.025	0.065615	0.934385	0.492341	0.433013	0.0746456	1	0
0.093	4.500	1150	22261.1	686.446	1015.93	809.025	0.0691587	0.930841	0.488874	0.435566	0.0755601	1	0
0.094	4.500	1150	22368.5	686.444	1015.93	809.025	0.0723594	0.927641	0.485711	0.438272	0.0760174	1	0
0.095	4.500	1150	22508.7	686.44	1015.93	809.025	0.071102	0.928898	0.48312	0.440367	0.0765127	1	0
0.096	4.500	1150	22779.3	686.434	1015.93	809.025	0.0706447	0.929355	0.479386	0.443187	0.0774272	1	0
0.097	4.500	1150	22858.2	686.433	1015.93	809.025	0.0687014	0.931299	0.476185	0.44593	0.0778845	1	0
0.098	4.500	1150	23092.8	686.427	1015.93	809.025	0.0719021	0.928098	0.47348	0.447836	0.0786847	1	0
0.099	4.500	1150	23368.8	686.421	1015.94	809.026	0.071102	0.928898	0.471079	0.449398	0.0795229	1	0
0.1	4.500	1150	23533.5	686.418	1015.94	809.026	0.0705304	0.92947	0.467154	0.452751	0.0800945	1	0
0.101	4.500	1150	23721.3	686.415	1015.94	809.026	0.0733882	0.926612	0.465135	0.454161	0.0807042	1	0
0.102	4.500	1150	24105	686.405	1015.94	809.026	0.0720165	0.927984	0.462582	0.455418	0.0819997	1	0
0.103	4.500	1150	24589.2	686.394	1015.94	809.027	0.0683585	0.931642	0.461248	0.455075	0.0836763	1	0
0.104	4.500	1150	24638.1	686.393	1015.94	809.027	0.0685871	0.931413	0.459229	0.456866	0.0839049	1	0
0.105	4.500	1150	24730.6	686.39	1015.94	809.027	0.0660722	0.933928	0.45679	0.458886	0.084324	1	0
0.106	4.500	1150	25091.9	686.383	1015.94	809.027	0.0696159	0.930384	0.455799	0.458772	0.0854291	1	0
0.107	4.500	1150	25141.3	686.382	1015.94	809.027	0.0683585	0.931642	0.453132	0.461324	0.0855434	1	0
0.108	4.500	1150	25337.8	686.378	1015.94	809.027	0.0716735	0.928326	0.451417	0.462315	0.0862673	1	0
0.109	4.500	1150	25213	686.381	1015.94	809.027	0.0680155	0.931984	0.448598	0.465516	0.0858863	1	0
0.11	4.500	1150	25390.5	686.378	1015.94	809.027	0.0696159	0.930384	0.446959	0.466621	0.0864198	1	0
0.111	4.500	1150	25724.7	686.37	1015.94	809.028	0.0655007	0.934499	0.445892	0.466583	0.0875248	1	0
0.112	4.500	1150	25892.9	686.367	1015.94	809.028	0.0661866	0.933813	0.444559	0.467421	0.0880201	1	0
0.113	4.500	1150	26054.8	686.361	1015.94	809.028	0.067444	0.932556	0.442006	0.469441	0.0885536	1	0
0.114	4.500	1150	26158	686.359	1015.94	809.028	0.0632144	0.936786	0.440482	0.470546	0.0889727	1	0
0.115	4.500	1150	26329.9	686.356	1015.94	809.028	0.0635574	0.936443	0.43831	0.47207	0.0896205	1	0
0.116	4.500	1150	26715.3	686.345	1015.94	809.029	0.0661866	0.933813	0.436214	0.472908	0.0908779	1	0
0.117	4.500	1150	26801.6	686.343	1015.94	809.029	0.0684728	0.931527	0.433013	0.475842	0.0911446	1	0
0.118	4.500	1150	26837.4	686.342	1015.95	809.029	0.0677869	0.932213	0.43126	0.477366	0.0913733	1	0
0.119	4.500	1150	27222.1	686.333	1015.95	809.029	0.0676726	0.932327	0.428936	0.478509	0.0925545	1	0
0.12	4.500	1150	27387.7	686.329	1015.95	809.029	0.0681299	0.93187	0.427641	0.479233	0.093126	1	0
0.121	4.500	1150	27738.3	686.321	1015.95	809.03	0.0663009	0.933699	0.426764	0.47889	0.0943454	1	0
0.122	4.500	1150	27870.2	686.317	1015.95	809.03	0.0697302	0.93027	0.425278	0.479919	0.0948026	1	0
0.123	4.500	1150	28075.4	686.314	1015.95	809.03	0.0661866	0.933813	0.423716	0.480834	0.0954504	1	0
0.124	4.500	1150	28145.9	686.312	1015.95	809.03	0.0684728	0.931527	0.422001	0.482015	0.0959838	1	0
0.125	4.500	1150	28352.6	686.306	1015.95	809.03	0.0660722	0.933928	0.420858	0.482472	0.0966697	1	0
0.126	4.500	1150	28579.9	686.302	1015.95	809.031	0.0657293	0.934271	0.418534	0.484149	0.0973175	1	0
0.127	4.500	1150	28775.6	686.296	1015.95	809.031	0.0653864	0.934614	0.416667	0.485406	0.0979271	1	0
0.128	4.500	1150	29074.3	686.289	1015.95	809.031	0.0673297	0.93267	0.415485	0.485482	0.0990322	1	0
0.129	4.500	1150	29347.1	686.282	1015.95	809.032	0.0659579	0.934042	0.413999	0.486092	0.0999086	1	0
0.13	4.500	1150	29626.4	686.275	1015.95	809.032	0.0648148	0.935185	0.413085	0.486092	0.100823	1	0
0.131	4.500	1150	29687.6	686.273	1015.95	809.032	0.0653864	0.934614	0.411942	0.487083	0.100975	1	0
0.132	4.500	1150	29670.8	686.274	1015.95	809.032	0.0625286	0.937471	0.410799	0.488302	0.100899	1	0
0.133	4.500	1150	29576.7	686.277	1015.95	809.032	0.0642433	0.935757	0.409656	0.489826	0.100518	1	0
0.134	4.500	1150	29792.6	686.271	1015.95	809.032	0.0669867	0.933013	0.407788	0.491007	0.101204	1	0
0.135	4.500	1150	29826.4	686.27	1015.95	809.032	0.0675583	0.932442	0.406302	0.492341	0.101357	1	0
0.136	4.500	1150	29877.5	686.269	1015.95	809.032	0.0697302	0.93027	0.404931	0.493713	0.101357	1	0
0.137	4.500	1150	30229.3	686.259	1015.95	809.033	0.0682442	0.931756	0.404092	0.493484	0.102423	1	0
0.138	4.500	1150	30241.6	686.259	1015.95	809.033	0.0665295	0.933471	0.402454	0.495085	0.102462	1	0
0.139	4.500	1150	30246.1	686.258	1015.95	809.033	0.0705304	0.92947	0.401501	0.495961	0.102538	1	0
0.14	4.500	1150	30420.2	686.254	1015.95	809.033	0.0706447	0.929355	0.401158	0.495656	0.103185	1	0
0.141	4.500	1150	30347.6	686.257	1015.95	809.033	0.0668724	0.933128	0.399825	0.497218	0.102957	1	0
0.142	4.500	1150	30546.7	686.251	1015.95	809.033	0.0666438	0.933356	0.400091	0.49619	0.103719	1	0
0.143	4.500	1150	30741.9	686.246	1015.96	809.033	0.0616141	0.938386	0.399749	0.495999	0.104252	1	0
0.144	4.500	1150	30980.9	686.241	1015.96	809.033	0.0652721	0.934728	0.397767	0.497104	0.105129	1	0
0.145	4.500	1150	31021.7	686.24	1015.96	809.033	0.0592135	0.940786	0.396281	0.498476	0.105243	1	0
0.146	4.500	1150	31237.5	686.236	1015.96	809.034	0.0598994	0.940101	0.394947	0.499124	0.105929	1	0
0.147	4.500	1150	31124.1	686.238	1015.96	809.033	0.0617284	0.938272	0.393347	0.501219	0.105434	1	0
0.148	4.500	1150	31252.9	686.235	1015.96	809.034	0.0629858	0.937014	0.393004	0.501143	0.105853	1	0
0.149	4.500	1150	31377.6	686.231	1015.96	809.034	0.0652721	0.934728	0.392509	0.501257	0.106234	1	0
0.15	4.500	1150	31491.5	686.227	1015.96	809.034	0.063786	0.936214	0.389994	0.503353	0.106653	1	0
0.151	4.500	1150	31598.6	686.224	1015.96	809.034	0.0594422	0.940558	0.387746	0.505106	0.107148	1	0
0.152	4.500	1150	31710.7	686.222	1015.96	809.034	0.0618427	0.938157	0.387631	0.504915	0.107453	1	0
0.153	4.500	1150	31899.4	686.217	1015.96	809.035	0.0620713	0.937929	0.386336	0.505601	0.108063	1	0
0.154	4.500	1150	31785.8	686.22	1015.96	809.034	0.0640146	0.935985	0.385574	0.506554	0.107872	1	0
0.155	4.500	1150	32089.5	686.212	1015.96	809.035	0.0641289	0.935871	0.383478	0.507735	0.108787	1	0
0.156	4.500	1150	32341.3	686.205	1015.96	809.035	0.0623	0.9377	0.383897	0.50644	0.109663	1	0
0.157	4.500	1150	32538.3	686.202	1015.96	809.035	0.0647005	0.935299	0.383516	0.506211	0.110273	1	0
0.158	4.500	1150	32540	686.2	1015.96	809.035	0.0635574	0.936443	0.381916	0.507888	0.110197	1	0
0.159	4.500	1150	32653.7	686.198	1015.96	809.035	0.0648148	0.935185	0.381192	0.508345	0.110463	1	0
0.16	4.500	1150	32618.4	686.2	1015.96	809.035	0.0623	0.9377	0.380925	0.508688	0.110387	1	0
0.161	4.500	1150	32760	686.196	1015.96	809.035	0.0644719	0.935528	0.380049	0.509145	0.110806	1	0
0.162	4.500	1150	32764	686.197	1015.96	809.035	0.0605853	0.939415	0.377229	0.511927	0.110844	1	0
0.163	4.500	1150	32752.1	686.197	1015.96	809.035	0.0626429	0.937357	0.376238	0.513032	0.11073	1	0
0.164	4.500	1150	32998.2	686.191	1015.96	809.036	0.0610425	0.938957	0.375476	0.512955	0.111568	1	0
0.165	4.500	1150	33148.7	686.189	1015.96	809.036	0.0605853	0.939415	0.373228	0.514708	0.112064	1	0
0.166	4.500	1150	33205.6	686.189	1015.96	809.036	0.0608139	0.939186	0.373762	0.514137	0.112102	1	0
0.167	4.500	1150	33337.3	686.187	1015.96	809.036	0.0603567	0.939643	0.37178	0.515623	0.112597	1	0
0.168	4.500	1150	33548.5	686.182	1015.96	809.036	0.0626429	0.937357	0.371361	0.515318	0.113321	1	0
0.169	4.500	1150	33751.8	686.177	1015.96	809.036	0.0659579	0.934042	0.370637	0.51528	0.114083	1	0
0.17	4.500	1150	34017.6	686.169	1015.96	809.036	0.0641289	0.935871	0.369913	0.515013	0.115074	1	0
0.171	4.500	1150	34026.3	686.168	1015.96	809.037	0.0635574	0.936443	0.368961	0.516042	0.114998	1	0
0.172	4.500	1150	34241.5	686.164	1015.96	809.037	0.0608139	0.939186	0.367627	0.51669	0.115684	1	0
0.173	4.500	1150	34505.8	686.157	1015.97	809.037	0.0602423	0.939758	0.367284	0.516004	0.116712	1	0
0.174	4.500	1150	34573.6	686.156	1015.97	809.037	0.0643576	0.935642	0.366789	0.516308	0.116903	1	0
0.175	4.500	1150	34632.8	686.156	1015.97	809.037	0.0594422	0.940558	0.366598	0.51627	0.117132	1	0
0.176	4.500	1150	34599.8	686.156	1015.97	809.037	0.0621856	0.937814	0.366712	0.516004	0.117284	1	0
0.177	4.500	1150	34522.9	686.159	1015.97	809.037	0.0616141	0.938386	0.36656	0.516499	0.116941	1	0
0.178	4.500	1150	34712.1	686.154	1015.97	809.037	0.0625286	0.937471	0.364845	0.517604	0.117551	1	0
0.179	4.500	1150	34976.4	686.148	1015.97	809.037	0.0627572	0.937243	0.364426	0.517299	0.118275	1	0
0.18	4.500	1150	35008.4	686.147	1015.97	809.037	0.0603567	0.939643	0.364159	0.517299	0.118541	1	0
0.181	4.500	1150	34961.7	686.147	1015.97	809.037	0.0613855	0.938615	0.363245	0.518519	0.118237	1	0
0.182	4.500	1150	34736.5	686.152	1015.97	809.037	0.0603567	0.939643	0.361949	0.520576	0.117474	1	0
0.183	4.500	1150	35012.6	686.144	1015.97	809.038	0.0612711	0.938729	0.361149	0.520462	0.118389	1	0
0.184	4.500	1150	35103.6	686.143	1015.97	809.038	0.060471	0.939529	0.359244	0.5221	0.118656	1	0
0.185	4.500	1150	35254.9	686.139	1015.97	809.038	0.0633288	0.936671	0.359015	0.521795	0.119189	1	0
0.186	4.500	1150	35006.9	686.144	1015.97	809.038	0.0609282	0.939072	0.359396	0.521948	0.118656	1	0
0.187	4.500	1150	34860.8	686.145	1015.97	809.038	0.0624143	0.937586	0.359015	0.522824	0.11816	1	0
0.188	4.500	1150	34968.3	686.144	1015.97	809.038	0.0664152	0.933585	0.360197	0.521491	0.118313	1	0
0.189	4.500	1150	35176.5	686.139	1015.97	809.038	0.0632144	0.936786	0.361873	0.519166	0.118961	1	0
0.19	4.500	1150	35584.6	686.129	1015.97	809.038	0.0602423	0.939758	0.361416	0.518176	0.120408	1	0
0.191	4.500	1150	35593.9	686.13	1015.97	809.038	0.0592135	0.940786	0.360349	0.519204	0.120447	1	0
0.192	4.500	1150	35609.8	686.127	1015.97	809.038	0.058299	0.941701	0.359092	0.520462	0.120447	1	0
0.193	4.500	1150	35647.1	686.126	1015.97	809.038	0.0572702	0.94273	0.35833	0.521033	0.120637	1	0
0.194	4.500	1150	35438.6	686.134	1015.97	809.038	0.0597851	0.940215	0.357682	0.522558	0.119761	1	0
0.195	4.500	1150	35172.1	686.14	1015.97	809.038	0.0620713	0.937929	0.356424	0.524729	0.118846	1	0
0.196	4.500	1150	35532.7	686.129	1015.97	809.038	0.0569273	0.943073	0.355548	0.524501	0.119951	1	0
0.197	4.500	1150	35659.7	686.126	1015.97	809.039	0.0581847	0.941815	0.354214	0.525453	0.120332	1	0
0.198	4.500	1150	35916.5	686.118	1015.97	809.039	0.0581847	0.941815	0.353224	0.525492	0.121285	1	0
0.199	4.500	1150	36104.4	686.113	1015.97	809.039	0.0581847	0.941815	0.352614	0.525492	0.121895	1	0
0.2	4.500	1150	36213.7	686.109	1015.97	809.039	0.0587563	0.941244	0.352462	0.525225	0.122314	1	0
0.201	4.500	1150	36231.6	686.108	1015.97	809.04	0.0553269	0.944673	0.351509	0.526139	0.122352	1	0
0.202	4.500	1150	36332.8	686.106	1015.97	809.04	0.0608139	0.939186	0.351433	0.525873	0.122695	1	0
0.203	4.500	1150	36281.1	686.109	1015.97	809.039	0.0562414	0.943759	0.351471	0.525873	0.122657	1	0
0.204	4.500	1150	36399.4	686.106	1015.97	809.039	0.0557842	0.944216	0.350747	0.526101	0.123152	1	0
0.205	4.500	1150	36574.4	686.103	1015.97	809.04	0.0540695	0.94593	0.349947	0.526254	0.1238	1	0
0.206	4.500	1150	36525.1	686.104	1015.97	809.04	0.0545267	0.945473	0.350404	0.525873	0.123724	1	0
0.207	4.500	1150	36642.4	686.101	1015.97	809.04	0.0566987	0.943301	0.349566	0.526254	0.124181	1	0
0.208	4.500	1150	36542.8	686.104	1015.97	809.04	0.0590992	0.940901	0.348689	0.527397	0.123914	1	0
0.209	4.500	1150	36273.2	686.11	1015.97	809.039	0.0580704	0.94193	0.347889	0.529188	0.122923	1	0
0.21	4.500	1150	36492.2	686.105	1015.97	809.04	0.0576132	0.942387	0.347165	0.529188	0.123647	1	0
0.211	4.500	1150	36362.8	686.109	1015.97	809.039	0.058642	0.941358	0.347051	0.529873	0.123076	1	0
0.212	4.500	1150	36452.7	686.106	1015.97	809.039	0.0594422	0.940558	0.346289	0.530331	0.123381	1	0
0.213	4.500	1150	36756.7	686.099	1015.97	809.04	0.0592135	0.940786	0.346517	0.528921	0.124562	1	0
0.214	4.500	1150	36804.5	686.097	1015.97	809.04	0.0556699	0.94433	0.345412	0.529835	0.124752	1	0
0.215	4.500	1150	36960.4	686.093	1015.97	809.04	0.0560128	0.943987	0.34526	0.529416	0.125324	1	0
0.216	4.500	1150	37023.7	686.091	1015.97	809.04	0.056813	0.943187	0.343621	0.530864	0.125514	1	0
0.217	4.500	1150	37226.4	686.087	1015.97	809.04	0.0560128	0.943987	0.342821	0.531093	0.126086	1	0
0.218	4.500	1150	37265.9	686.085	1015.97	809.04	0.0589849	0.941015	0.342745	0.53094	0.126315	1	0
0.219	4.500	1150	37307.2	686.083	1015.97	809.041	0.0584134	0.941587	0.341945	0.531588	0.126467	1	0
0.22	4.500	1150	37264.7	686.086	1015.97	809.04	0.0590992	0.940901	0.341373	0.53235	0.126276	1	0
0.221	4.500	1150	37265.4	686.086	1015.97	809.04	0.0587563	0.941244	0.340916	0.532922	0.126162	1	0
0.222	4.500	1150	37362.8	686.083	1015.97	809.04	0.0609282	0.939072	0.340535	0.533074	0.126391	1	0
0.223	4.500	1150	37387.3	686.084	1015.97	809.04	0.0617284	0.938272	0.340383	0.53315	0.126467	1	0
0.224	4.500	1150	37512.9	686.081	1015.97	809.04	0.0569273	0.943073	0.340154	0.532922	0.126924	1	0
0.225	4.500	1150	37389.6	686.084	1015.97	809.04	0.0576132	0.942387	0.340573	0.532807	0.126619	1	0
0.226	4.500	1150	37211.9	686.088	1015.97	809.04	0.0563557	0.943644	0.338935	0.535094	0.125972	1	0
0.227	4.500	1150	37358.6	686.084	1015.97	809.04	0.0542981	0.945702	0.339011	0.534484	0.126505	1	0
0.228	4.500	1150	37315.5	686.085	1015.97	809.04	0.0528121	0.947188	0.338897	0.534751	0.126353	1	0
0.229	4.500	1150	37359.5	686.083	1015.97	809.04	0.0593278	0.940672	0.339278	0.534065	0.126658	1	0
0.23	4.500	1150	37316.8	686.084	1015.97	809.04	0.0617284	0.938272	0.338668	0.534789	0.126543	1	0
0.231	4.500	1150	37375.5	686.082	1015.97	809.041	0.0558985	0.944102	0.338973	0.534294	0.126734	1	0
0.232	4.500	1150	37546	686.077	1015.97	809.041	0.0585277	0.941472	0.339316	0.533379	0.127305	1	0
0.233	4.500	1150	37590	686.076	1015.97	809.041	0.0612711	0.938729	0.339544	0.53296	0.127496	1	0
