time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_inter_hs_titin_force_effect	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.347	1100.000	15722.1	-nan(ind)	-nan(ind)	7.43	1100	1100	-nan(ind)	1016.25	809.254	15722.1	2.17074e-11	0	0	0	0.9375	0.0625	0.0185185	0.946759	0.0347222	1	0	0
0.348	1100.000	17165.5	-nan(ind)	-nan(ind)	7.43	1100	1100	-nan(ind)	1016.29	809.278	17165.5	2.17035e-11	0	0	0	0.930556	0.0694444	0.0138889	0.945988	0.0401235	1	0	0
0.349	1100.000	16824.2	-nan(ind)	-nan(ind)	7.43	1100	1100	-nan(ind)	1016.28	809.276	16824.2	2.17039e-11	0	0	0	0.928241	0.0717593	0.0154321	0.945216	0.0393519	1	0	0
0.35	1100.000	16094.6	-nan(ind)	-nan(ind)	7.43	1100	1100	-nan(ind)	1016.26	809.26	16094.6	2.17063e-11	0	0	0	0.93287	0.0671296	0.0154321	0.948302	0.0362654	1	0	0
0.351	1100.000	17857.3	-nan(ind)	-nan(ind)	7.44	1100	1100	-nan(ind)	1016.31	809.287	17857.3	2.17019e-11	0	0	0	0.930556	0.0694444	0.0138889	0.944444	0.0416667	1	0	0
0.352	1100.000	16843.5	-nan(ind)	-nan(ind)	7.44	1100	1100	-nan(ind)	1016.29	809.266	16843.5	2.17051e-11	0	0	0	0.928241	0.0717593	0.0169753	0.945988	0.037037	1	0	0
0.353	1100.000	18959.3	-nan(ind)	-nan(ind)	7.44	1100	1100	-nan(ind)	1016.35	809.297	18959.3	2.16999e-11	0	0	0	0.930556	0.0694444	0.0216049	0.93287	0.0455247	1	0	0
0.354	1100.000	17187.1	-nan(ind)	-nan(ind)	7.44	1100	1100	-nan(ind)	1016.3	809.274	17187.1	2.17039e-11	0	0	0	0.930556	0.0694444	0.00925926	0.952932	0.0378086	1	0	0
0.355	1100.000	17973.1	-nan(ind)	-nan(ind)	7.44	1100	1100	-nan(ind)	1016.3	809.299	17973.1	2.17004e-11	0	0	0	0.930556	0.0694444	0.0185185	0.940586	0.0408951	1	0	0
0.356	1100.000	17738.4	-nan(ind)	-nan(ind)	7.44	1100	1100	-nan(ind)	1016.3	809.29	17738.4	2.17015e-11	0	0	0	0.930556	0.0694444	0.0138889	0.945988	0.0401235	1	0	0
0.357	1100.000	18916.5	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.34	809.302	18916.5	2.16993e-11	0	0	0	0.928241	0.0717593	0.0185185	0.936728	0.0447531	1	0	0
0.358	1100.000	18957.9	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.34	809.302	18957.9	2.16993e-11	0	0	0	0.925926	0.0740741	0.0216049	0.933642	0.0447531	1	0	0
0.359	1100.000	18921.1	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.33	809.312	18921.1	2.1698e-11	0	0	0	0.921296	0.0787037	0.0108025	0.944444	0.0447531	1	0	0
0.36	1100.000	17770.9	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.29	809.298	17770.9	2.17006e-11	0	0	0	0.923611	0.0763889	0.00617284	0.953704	0.0401235	1	0	0
0.361	1100.000	19699.5	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.35	809.322	19699.5	2.16963e-11	0	0	0	0.923611	0.0763889	0.0200617	0.929784	0.0501543	1	0	0
0.362	1100.000	20403.3	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.38	809.329	20403.3	2.1695e-11	0	0	0	0.916667	0.0833333	0.0108025	0.938272	0.0509259	1	0	0
0.363	1100.000	21070.7	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.38	809.348	21070.7	2.16922e-11	0	0	0	0.909722	0.0902778	0.0108025	0.935957	0.0532407	1	0	0
0.364	1100.000	21414.6	-nan(ind)	-nan(ind)	7.45	1100	1100	-nan(ind)	1016.41	809.341	21414.6	2.16929e-11	0	0	0	0.907407	0.0925926	0.00925926	0.936728	0.0540123	1	0	0
0.365	1100.000	20352.3	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.37	809.329	20352.3	2.1695e-11	0	0	0	0.914352	0.0856481	0.0138889	0.935185	0.0509259	1	0	0
0.366	1100.000	21844.5	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.43	809.339	21844.5	2.16928e-11	0	0	0	0.912037	0.087963	0.00771605	0.938272	0.0540123	1	0	0
0.367	1100.000	22196	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.43	809.356	22196	2.16904e-11	0	0	0	0.914352	0.0856481	0.0138889	0.931327	0.054784	1	0	0
0.368	1100.000	22467.1	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.45	809.346	22467.1	2.16915e-11	0	0	0	0.912037	0.087963	0.0169753	0.925926	0.0570988	1	0	0
0.369	1100.000	19539.4	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.36	809.31	19539.4	2.16979e-11	0	0	0	0.921296	0.0787037	0.00771605	0.945988	0.0462963	1	0	0
0.37	1100.000	20397.3	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.38	809.326	20397.3	2.16954e-11	0	0	0	0.916667	0.0833333	0.0138889	0.939043	0.0470679	1	0	0
0.371	1100.000	19209.6	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.33	809.322	19209.6	2.16966e-11	0	0	0	0.925926	0.0740741	0.0138889	0.941358	0.0447531	1	0	0
0.372	1100.000	20519.5	-nan(ind)	-nan(ind)	7.46	1100	1100	-nan(ind)	1016.37	809.34	20519.5	2.16936e-11	0	0	0	0.921296	0.0787037	0.00925926	0.941358	0.0493827	1	0	0
0.373	1100.000	19206.5	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.33	809.318	19206.5	2.16971e-11	0	0	0	0.921296	0.0787037	0.0108025	0.94213	0.0470679	1	0	0
0.374	1100.000	18833.5	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.33	809.309	18833.5	2.16985e-11	0	0	0	0.928241	0.0717593	0.0108025	0.945216	0.0439815	1	0	0
0.375	1100.000	17942.6	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.31	809.291	17942.6	2.17014e-11	0	0	0	0.93287	0.0671296	0.0138889	0.945988	0.0401235	1	0	0
0.376	1100.000	17973.5	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.32	809.287	17973.5	2.17018e-11	0	0	0	0.93287	0.0671296	0.0200617	0.940586	0.0393519	1	0	0
0.377	1100.000	17808.4	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.32	809.277	17808.4	2.17031e-11	0	0	0	0.928241	0.0717593	0.0169753	0.943673	0.0393519	1	0	0
0.378	1100.000	17253.2	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.29	809.277	17253.2	2.17035e-11	0	0	0	0.930556	0.0694444	0.0123457	0.948302	0.0393519	1	0	0
0.379	1100.000	17982.2	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.32	809.284	17982.2	2.17022e-11	0	0	0	0.93287	0.0671296	0.00925926	0.949074	0.0416667	1	0	0
0.38	1100.000	17504.5	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.31	809.277	17504.5	2.17033e-11	0	0	0	0.928241	0.0717593	0.0154321	0.945216	0.0393519	1	0	0
0.381	1100.000	18226.5	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.33	809.284	18226.5	2.17021e-11	0	0	0	0.925926	0.0740741	0.0200617	0.936728	0.0432099	1	0	0
0.382	1100.000	18027.5	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.32	809.284	18027.5	2.17022e-11	0	0	0	0.928241	0.0717593	0.0216049	0.938272	0.0401235	1	0	0
0.383	1100.000	17492.4	-nan(ind)	-nan(ind)	7.47	1100	1100	-nan(ind)	1016.3	809.278	17492.4	2.17033e-11	0	0	0	0.935185	0.0648148	0.0216049	0.939815	0.0385802	1	0	0
0.384	1100.000	17266.4	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.3	809.271	17266.4	2.17043e-11	0	0	0	0.93287	0.0671296	0.0200617	0.94213	0.0378086	1	0	0
0.385	1100.000	18090	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.32	809.286	18090	2.17018e-11	0	0	0	0.930556	0.0694444	0.0154321	0.945216	0.0393519	1	0	0
0.386	1100.000	17252.7	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.3	809.274	17252.7	2.17039e-11	0	0	0	0.935185	0.0648148	0.0123457	0.951389	0.0362654	1	0	0
0.387	1100.000	17963.6	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.32	809.283	17963.6	2.17023e-11	0	0	0	0.935185	0.0648148	0.0154321	0.943673	0.0408951	1	0	0
0.388	1100.000	17362.2	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.3	809.277	17362.2	2.17035e-11	0	0	0	0.93287	0.0671296	0.0169753	0.945216	0.0378086	1	0	0
0.389	1100.000	16798.5	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.29	809.267	16798.5	2.17051e-11	0	0	0	0.93287	0.0671296	0.0138889	0.950617	0.0354938	1	0	0
0.39	1100.000	15814.6	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.25	809.258	15814.6	2.17069e-11	0	0	0	0.939815	0.0601852	0.0262346	0.940586	0.033179	1	0	0
0.391	1100.000	15862.2	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.26	809.255	15862.2	2.17072e-11	0	0	0	0.944444	0.0555556	0.0231481	0.94213	0.0347222	1	0	0
0.392	1100.000	15587.8	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.26	809.246	15587.8	2.17085e-11	0	0	0	0.951389	0.0486111	0.0169753	0.949074	0.0339506	1	0	0
0.393	1100.000	15207.5	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.24	809.245	15207.5	2.17088e-11	0	0	0	0.951389	0.0486111	0.0216049	0.947531	0.0308642	1	0	0
0.394	1100.000	14843.6	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.23	809.241	14843.6	2.17095e-11	0	0	0	0.944444	0.0555556	0.00771605	0.959105	0.033179	1	0	0
0.395	1100.000	14963.8	-nan(ind)	-nan(ind)	7.48	1100	1100	-nan(ind)	1016.23	809.244	14963.8	2.17091e-11	0	0	0	0.944444	0.0555556	0.00925926	0.95679	0.0339506	1	0	0
0.396	1100.000	15189.8	-nan(ind)	-nan(ind)	7.49	1100	1100	-nan(ind)	1016.24	809.242	15189.8	2.17092e-11	0	0	0	0.944444	0.0555556	0.0138889	0.954475	0.0316358	1	0	0
0.397	1100.000	13401.6	-nan(ind)	-nan(ind)	7.49	1100	1100	-nan(ind)	1016.18	809.228	13401.6	2.17121e-11	0	0	0	0.953704	0.0462963	0.0108025	0.962191	0.0270062	1	0	0
0.398	1100.000	14518	-nan(ind)	-nan(ind)	7.49	1100	1100	-nan(ind)	1016.21	809.24	14518	2.17099e-11	0	0	0	0.953704	0.0462963	0.0138889	0.954475	0.0316358	1	0	0
0.399	1100.000	14384.3	-nan(ind)	-nan(ind)	7.49	1100	1100	-nan(ind)	1016.21	809.238	14384.3	2.17103e-11	0	0	0	0.953704	0.0462963	0.00925926	0.960648	0.0300926	1	0	0
0.4	1100.000	15853.5	-nan(ind)	-nan(ind)	7.49	1100	1100	-nan(ind)	1016.25	809.265	15853.5	2.1706e-11	0	0	0	0.946759	0.0532407	0.0169753	0.948302	0.0347222	1	0	0
