time	m_length	m_force	sc_extension	sc_force	hs_1_pCa	hs_1_length	hs_1_command_length	hs_1_slack_length	hs_1_a_length	hs_1_m_length	hs_1_force	hs_1_titin_force	hs_1_viscous_force	hs_1_extracellular_force	hs_1_inter_hs_titin_force_effect	hs_1_a_pop_1	hs_1_a_pop_2	hs_1_m_pop_1	hs_1_m_pop_2	hs_1_m_pop_3	hs_1_c_pop_1	hs_1_c_pop_2	hs_1_c_pop_3
0.001	1100.000	4422.4	-nan(ind)	-nan(ind)	9.23	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.53858	0.46142	0	1	0	0
0.002	1100.000	4422.4	-nan(ind)	-nan(ind)	8.93	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.311728	0.688272	0	1	0	0
0.003	1100.000	4422.4	-nan(ind)	-nan(ind)	8.76	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.17284	0.82716	0	1	0	0
0.004	1100.000	4422.4	-nan(ind)	-nan(ind)	8.64	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.100309	0.899691	0	1	0	0
0.005	1100.000	4422.4	-nan(ind)	-nan(ind)	8.54	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0756173	0.924383	0	1	0	0
0.006	1100.000	4422.4	-nan(ind)	-nan(ind)	8.47	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0416667	0.958333	0	1	0	0
0.007	1100.000	4422.4	-nan(ind)	-nan(ind)	8.41	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0262346	0.973765	0	1	0	0
0.008	1100.000	4422.4	-nan(ind)	-nan(ind)	8.35	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0262346	0.973765	0	1	0	0
0.009	1100.000	4422.4	-nan(ind)	-nan(ind)	8.31	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0231481	0.976852	0	1	0	0
0.01	1100.000	4422.4	-nan(ind)	-nan(ind)	8.26	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0308642	0.969136	0	1	0	0
0.011	1100.000	4422.4	-nan(ind)	-nan(ind)	8.23	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0339506	0.966049	0	1	0	0
0.012	1100.000	4422.4	-nan(ind)	-nan(ind)	8.19	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0324074	0.967593	0	1	0	0
0.013	1100.000	4422.4	-nan(ind)	-nan(ind)	8.16	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0262346	0.973765	0	1	0	0
0.014	1100.000	4422.4	-nan(ind)	-nan(ind)	8.14	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0216049	0.978395	0	1	0	0
0.015	1100.000	4422.4	-nan(ind)	-nan(ind)	8.11	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0123457	0.987654	0	1	0	0
0.016	1100.000	4422.4	-nan(ind)	-nan(ind)	8.09	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0200617	0.979938	0	1	0	0
0.017	1100.000	4422.4	-nan(ind)	-nan(ind)	8.06	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	0.997685	0.00231481	0.0185185	0.981481	0	1	0	0
0.018	1100.000	4422.4	-nan(ind)	-nan(ind)	8.04	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0185185	0.981481	0	1	0	0
0.019	1100.000	4422.4	-nan(ind)	-nan(ind)	8.02	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0246914	0.975309	0	1	0	0
0.02	1100.000	4422.4	-nan(ind)	-nan(ind)	8	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	0.997685	0.00231481	0.0216049	0.978395	0	1	0	0
0.021	1100.000	4422.4	-nan(ind)	-nan(ind)	7.99	1100	1100	-nan(ind)	1015.9	809.117	4422.4	2.17317e-11	0	0	0	1	0	0.0262346	0.973765	0	1	0	0
0.022	1100.000	4707.8	-nan(ind)	-nan(ind)	7.97	1100	1100	-nan(ind)	1015.9	809.125	4707.8	2.17306e-11	0	0	0	0.997685	0.00231481	0.0324074	0.966821	0.000771605	1	0	0
0.023	1100.000	4704.49	-nan(ind)	-nan(ind)	7.96	1100	1100	-nan(ind)	1015.9	809.125	4704.49	2.17306e-11	0	0	0	0.997685	0.00231481	0.029321	0.969907	0.000771605	1	0	0
0.024	1100.000	4942.04	-nan(ind)	-nan(ind)	7.94	1100	1100	-nan(ind)	1015.91	809.128	4942.04	2.173e-11	0	0	0	0.99537	0.00462963	0.0277778	0.970679	0.00154321	1	0	0
0.025	1100.000	4704.42	-nan(ind)	-nan(ind)	7.93	1100	1100	-nan(ind)	1015.9	809.125	4704.42	2.17306e-11	0	0	0	0.99537	0.00462963	0.0246914	0.974537	0.000771605	1	0	0
0.026	1100.000	4704.53	-nan(ind)	-nan(ind)	7.91	1100	1100	-nan(ind)	1015.9	809.125	4704.53	2.17306e-11	0	0	0	0.99537	0.00462963	0.0277778	0.971451	0.000771605	1	0	0
0.027	1100.000	4704.53	-nan(ind)	-nan(ind)	7.9	1100	1100	-nan(ind)	1015.9	809.125	4704.53	2.17306e-11	0	0	0	0.997685	0.00231481	0.0262346	0.972994	0.000771605	1	0	0
0.028	1100.000	4572.31	-nan(ind)	-nan(ind)	7.89	1100	1100	-nan(ind)	1015.9	809.118	4572.31	2.17315e-11	0	0	0	0.997685	0.00231481	0.0324074	0.966821	0.000771605	1	0	0
0.029	1100.000	4851.13	-nan(ind)	-nan(ind)	7.88	1100	1100	-nan(ind)	1015.91	809.12	4851.13	2.17311e-11	0	0	0	0.997685	0.00231481	0.0354938	0.962963	0.00154321	1	0	0
0.03	1100.000	4845.14	-nan(ind)	-nan(ind)	7.87	1100	1100	-nan(ind)	1015.91	809.12	4845.14	2.17311e-11	0	0	0	0.997685	0.00231481	0.029321	0.968364	0.00231481	1	0	0
0.031	1100.000	4842.14	-nan(ind)	-nan(ind)	7.86	1100	1100	-nan(ind)	1015.91	809.12	4842.14	2.17311e-11	0	0	0	0.997685	0.00231481	0.0277778	0.970679	0.00154321	1	0	0
0.032	1100.000	4698.9	-nan(ind)	-nan(ind)	7.85	1100	1100	-nan(ind)	1015.91	809.119	4698.9	2.17313e-11	0	0	0	0.997685	0.00231481	0.0339506	0.965278	0.000771605	1	0	0
0.033	1100.000	4701.19	-nan(ind)	-nan(ind)	7.84	1100	1100	-nan(ind)	1015.91	809.119	4701.19	2.17313e-11	0	0	0	0.99537	0.00462963	0.0401235	0.959105	0.000771605	1	0	0
0.034	1100.000	4847.28	-nan(ind)	-nan(ind)	7.83	1100	1100	-nan(ind)	1015.91	809.12	4847.28	2.17311e-11	0	0	0	0.997685	0.00231481	0.0354938	0.962963	0.00154321	1	0	0
0.035	1100.000	4698.64	-nan(ind)	-nan(ind)	7.82	1100	1100	-nan(ind)	1015.91	809.119	4698.64	2.17313e-11	0	0	0	0.997685	0.00231481	0.0231481	0.97608	0.000771605	1	0	0
0.036	1100.000	4567.79	-nan(ind)	-nan(ind)	7.81	1100	1100	-nan(ind)	1015.9	809.118	4567.79	2.17315e-11	0	0	0	0.997685	0.00231481	0.0277778	0.971451	0.000771605	1	0	0
0.037	1100.000	5053.5	-nan(ind)	-nan(ind)	7.8	1100	1100	-nan(ind)	1015.92	809.119	5053.5	2.17311e-11	0	0	0	0.99537	0.00462963	0.0231481	0.974537	0.00231481	1	0	0
0.038	1100.000	5952.52	-nan(ind)	-nan(ind)	7.8	1100	1100	-nan(ind)	1015.96	809.128	5952.52	2.17293e-11	0	0	0	0.993056	0.00694444	0.0339506	0.962191	0.00385802	1	0	0
0.039	1100.000	5401.16	-nan(ind)	-nan(ind)	7.79	1100	1100	-nan(ind)	1015.94	809.124	5401.16	2.17303e-11	0	0	0	0.99537	0.00462963	0.0262346	0.970679	0.00308642	1	0	0
0.04	1100.000	5034.74	-nan(ind)	-nan(ind)	7.78	1100	1100	-nan(ind)	1015.92	809.12	5034.74	2.1731e-11	0	0	0	0.99537	0.00462963	0.0231481	0.974537	0.00231481	1	0	0
0.041	1100.000	5034.65	-nan(ind)	-nan(ind)	7.78	1100	1100	-nan(ind)	1015.92	809.12	5034.65	2.1731e-11	0	0	0	0.99537	0.00462963	0.0308642	0.966821	0.00231481	1	0	0
0.042	1100.000	5190.94	-nan(ind)	-nan(ind)	7.77	1100	1100	-nan(ind)	1015.93	809.121	5190.94	2.17307e-11	0	0	0	0.99537	0.00462963	0.029321	0.966821	0.00385802	1	0	0
0.043	1100.000	5185.08	-nan(ind)	-nan(ind)	7.76	1100	1100	-nan(ind)	1015.93	809.121	5185.08	2.17307e-11	0	0	0	0.99537	0.00462963	0.0200617	0.97608	0.00385802	1	0	0
0.044	1100.000	5599.16	-nan(ind)	-nan(ind)	7.76	1100	1100	-nan(ind)	1015.94	809.127	5599.16	2.17298e-11	0	0	0	0.993056	0.00694444	0.0169753	0.979167	0.00385802	1	0	0
0.045	1100.000	5661.62	-nan(ind)	-nan(ind)	7.75	1100	1100	-nan(ind)	1015.95	809.125	5661.62	2.17299e-11	0	0	0	0.993056	0.00694444	0.0216049	0.974537	0.00385802	1	0	0
0.046	1100.000	5794.99	-nan(ind)	-nan(ind)	7.74	1100	1100	-nan(ind)	1015.95	809.127	5794.99	2.17296e-11	0	0	0	0.993056	0.00694444	0.0216049	0.974537	0.00385802	1	0	0
0.047	1100.000	5971.05	-nan(ind)	-nan(ind)	7.74	1100	1100	-nan(ind)	1015.96	809.127	5971.05	2.17295e-11	0	0	0	0.990741	0.00925926	0.0200617	0.974537	0.00540123	1	0	0
0.048	1100.000	5591.13	-nan(ind)	-nan(ind)	7.73	1100	1100	-nan(ind)	1015.94	809.124	5591.13	2.17301e-11	0	0	0	0.993056	0.00694444	0.0216049	0.973765	0.00462963	1	0	0
0.049	1100.000	5706.82	-nan(ind)	-nan(ind)	7.73	1100	1100	-nan(ind)	1015.95	809.126	5706.82	2.17297e-11	0	0	0	0.990741	0.00925926	0.0277778	0.966821	0.00540123	1	0	0
0.05	1100.000	5949.73	-nan(ind)	-nan(ind)	7.72	1100	1100	-nan(ind)	1015.96	809.128	5949.73	2.17294e-11	0	0	0	0.993056	0.00694444	0.029321	0.964506	0.00617284	1	0	0
0.051	1100.000	6102.3	-nan(ind)	-nan(ind)	7.72	1100	1100	-nan(ind)	1015.96	809.128	6102.3	2.17293e-11	0	0	0	0.993056	0.00694444	0.0262346	0.968364	0.00540123	1	0	0
0.052	1100.000	5776.1	-nan(ind)	-nan(ind)	7.71	1100	1100	-nan(ind)	1015.95	809.127	5776.1	2.17296e-11	0	0	0	0.993056	0.00694444	0.0262346	0.968364	0.00540123	1	0	0
0.053	1100.000	5847.03	-nan(ind)	-nan(ind)	7.71	1100	1100	-nan(ind)	1015.95	809.127	5847.03	2.17296e-11	0	0	0	0.990741	0.00925926	0.0308642	0.963735	0.00540123	1	0	0
0.054	1100.000	5903.92	-nan(ind)	-nan(ind)	7.7	1100	1100	-nan(ind)	1015.96	809.123	5903.92	2.17301e-11	0	0	0	0.993056	0.00694444	0.0262346	0.968364	0.00540123	1	0	0
0.055	1100.000	6007.95	-nan(ind)	-nan(ind)	7.7	1100	1100	-nan(ind)	1015.96	809.126	6007.95	2.17296e-11	0	0	0	0.990741	0.00925926	0.0216049	0.972222	0.00617284	1	0	0
0.056	1100.000	5871.82	-nan(ind)	-nan(ind)	7.69	1100	1100	-nan(ind)	1015.96	809.125	5871.82	2.17298e-11	0	0	0	0.990741	0.00925926	0.0185185	0.976852	0.00462963	1	0	0
0.057	1100.000	6150.39	-nan(ind)	-nan(ind)	7.69	1100	1100	-nan(ind)	1015.97	809.127	6150.39	2.17294e-11	0	0	0	0.990741	0.00925926	0.0169753	0.976852	0.00617284	1	0	0
0.058	1100.000	6412.75	-nan(ind)	-nan(ind)	7.69	1100	1100	-nan(ind)	1015.98	809.13	6412.75	2.17289e-11	0	0	0	0.990741	0.00925926	0.0154321	0.976852	0.00771605	1	0	0
0.059	1100.000	6092.28	-nan(ind)	-nan(ind)	7.68	1100	1100	-nan(ind)	1015.96	809.129	6092.28	2.17291e-11	0	0	0	0.988426	0.0115741	0.0216049	0.972222	0.00617284	1	0	0
0.06	1100.000	5316.06	-nan(ind)	-nan(ind)	7.68	1100	1100	-nan(ind)	1015.94	809.121	5316.06	2.17307e-11	0	0	0	0.993056	0.00694444	0.0277778	0.969136	0.00308642	1	0	0
0.061	1100.000	5795.09	-nan(ind)	-nan(ind)	7.67	1100	1100	-nan(ind)	1015.94	809.131	5795.09	2.17291e-11	0	0	0	0.990741	0.00925926	0.0354938	0.959877	0.00462963	1	0	0
0.062	1100.000	6468.03	-nan(ind)	-nan(ind)	7.67	1100	1100	-nan(ind)	1015.96	809.14	6468.03	2.17275e-11	0	0	0	0.990741	0.00925926	0.0169753	0.976852	0.00617284	1	0	0
0.063	1100.000	5910.37	-nan(ind)	-nan(ind)	7.67	1100	1100	-nan(ind)	1015.95	809.135	5910.37	2.17286e-11	0	0	0	0.990741	0.00925926	0.00925926	0.986111	0.00462963	1	0	0
0.064	1100.000	6366.68	-nan(ind)	-nan(ind)	7.66	1100	1100	-nan(ind)	1015.97	809.134	6366.68	2.17284e-11	0	0	0	0.990741	0.00925926	0.0169753	0.976852	0.00617284	1	0	0
0.065	1100.000	5876.19	-nan(ind)	-nan(ind)	7.66	1100	1100	-nan(ind)	1015.96	809.124	5876.19	2.173e-11	0	0	0	0.993056	0.00694444	0.0216049	0.973765	0.00462963	1	0	0
0.066	1100.000	5316.41	-nan(ind)	-nan(ind)	7.66	1100	1100	-nan(ind)	1015.93	809.121	5316.41	2.17306e-11	0	0	0	0.993056	0.00694444	0.029321	0.966821	0.00385802	1	0	0
0.067	1100.000	5312.33	-nan(ind)	-nan(ind)	7.65	1100	1100	-nan(ind)	1015.93	809.121	5312.33	2.17306e-11	0	0	0	0.993056	0.00694444	0.0246914	0.972222	0.00308642	1	0	0
0.068	1100.000	5145.54	-nan(ind)	-nan(ind)	7.65	1100	1100	-nan(ind)	1015.93	809.121	5145.54	2.17308e-11	0	0	0	0.99537	0.00462963	0.0262346	0.971451	0.00231481	1	0	0
0.069	1100.000	6115.86	-nan(ind)	-nan(ind)	7.65	1100	1100	-nan(ind)	1015.96	809.134	6115.86	2.17285e-11	0	0	0	0.993056	0.00694444	0.0354938	0.959877	0.00462963	1	0	0
0.07	1100.000	5710.46	-nan(ind)	-nan(ind)	7.65	1100	1100	-nan(ind)	1015.94	809.129	5710.46	2.17294e-11	0	0	0	0.990741	0.00925926	0.0308642	0.965278	0.00385802	1	0	0
0.071	1100.000	5626.47	-nan(ind)	-nan(ind)	7.64	1100	1100	-nan(ind)	1015.93	809.133	5626.47	2.1729e-11	0	0	0	0.990741	0.00925926	0.0324074	0.962963	0.00462963	1	0	0
0.072	1100.000	6350.84	-nan(ind)	-nan(ind)	7.64	1100	1100	-nan(ind)	1015.96	809.142	6350.84	2.17273e-11	0	0	0	0.990741	0.00925926	0.0324074	0.962191	0.00540123	1	0	0
0.073	1100.000	6829.65	-nan(ind)	-nan(ind)	7.64	1100	1100	-nan(ind)	1015.98	809.14	6829.65	2.17274e-11	0	0	0	0.988426	0.0115741	0.0308642	0.962191	0.00694444	1	0	0
0.074	1100.000	7752.69	-nan(ind)	-nan(ind)	7.64	1100	1100	-nan(ind)	1016.02	809.145	7752.69	2.17261e-11	0	0	0	0.983796	0.0162037	0.0354938	0.954475	0.0100309	1	0	0
0.075	1100.000	7755.72	-nan(ind)	-nan(ind)	7.63	1100	1100	-nan(ind)	1016.01	809.15	7755.72	2.17255e-11	0	0	0	0.976852	0.0231481	0.0354938	0.954475	0.0100309	1	0	0
0.076	1100.000	7040.48	-nan(ind)	-nan(ind)	7.63	1100	1100	-nan(ind)	1015.99	809.145	7040.48	2.17266e-11	0	0	0	0.983796	0.0162037	0.029321	0.962963	0.00771605	1	0	0
0.077	1100.000	7442.37	-nan(ind)	-nan(ind)	7.63	1100	1100	-nan(ind)	1016.01	809.141	7442.37	2.17268e-11	0	0	0	0.979167	0.0208333	0.0231481	0.966049	0.0108025	1	0	0
0.078	1100.000	6944.99	-nan(ind)	-nan(ind)	7.63	1100	1100	-nan(ind)	1015.98	809.142	6944.99	2.1727e-11	0	0	0	0.983796	0.0162037	0.0200617	0.972994	0.00694444	1	0	0
0.079	1100.000	7256.4	-nan(ind)	-nan(ind)	7.62	1100	1100	-nan(ind)	1016	809.144	7256.4	2.17266e-11	0	0	0	0.983796	0.0162037	0.0216049	0.970679	0.00771605	1	0	0
0.08	1100.000	6623.26	-nan(ind)	-nan(ind)	7.62	1100	1100	-nan(ind)	1015.98	809.136	6623.26	2.17279e-11	0	0	0	0.990741	0.00925926	0.0246914	0.969136	0.00617284	1	0	0
0.081	1100.000	6352.58	-nan(ind)	-nan(ind)	7.62	1100	1100	-nan(ind)	1015.97	809.135	6352.58	2.17282e-11	0	0	0	0.990741	0.00925926	0.0339506	0.960648	0.00540123	1	0	0
0.082	1100.000	6658.14	-nan(ind)	-nan(ind)	7.62	1100	1100	-nan(ind)	1015.98	809.136	6658.14	2.17279e-11	0	0	0	0.988426	0.0115741	0.0277778	0.965278	0.00694444	1	0	0
0.083	1100.000	6354.29	-nan(ind)	-nan(ind)	7.61	1100	1100	-nan(ind)	1015.97	809.135	6354.29	2.17282e-11	0	0	0	0.990741	0.00925926	0.0185185	0.97608	0.00540123	1	0	0
0.084	1100.000	6653	-nan(ind)	-nan(ind)	7.61	1100	1100	-nan(ind)	1015.98	809.136	6653	2.1728e-11	0	0	0	0.988426	0.0115741	0.0308642	0.962963	0.00617284	1	0	0
0.085	1100.000	6533.35	-nan(ind)	-nan(ind)	7.61	1100	1100	-nan(ind)	1015.97	809.135	6533.35	2.17282e-11	0	0	0	0.986111	0.0138889	0.0216049	0.972222	0.00617284	1	0	0
0.086	1100.000	6825.41	-nan(ind)	-nan(ind)	7.61	1100	1100	-nan(ind)	1015.99	809.136	6825.41	2.17278e-11	0	0	0	0.988426	0.0115741	0.0262346	0.966821	0.00694444	1	0	0
0.087	1100.000	6384.28	-nan(ind)	-nan(ind)	7.61	1100	1100	-nan(ind)	1015.97	809.129	6384.28	2.17289e-11	0	0	0	0.988426	0.0115741	0.0138889	0.979938	0.00617284	1	0	0
0.088	1100.000	6554.07	-nan(ind)	-nan(ind)	7.6	1100	1100	-nan(ind)	1015.98	809.135	6554.07	2.17282e-11	0	0	0	0.988426	0.0115741	0.0231481	0.969907	0.00694444	1	0	0
0.089	1100.000	7093.95	-nan(ind)	-nan(ind)	7.6	1100	1100	-nan(ind)	1016	809.137	7093.95	2.17275e-11	0	0	0	0.988426	0.0115741	0.0216049	0.969907	0.00848765	1	0	0
0.09	1100.000	6933.5	-nan(ind)	-nan(ind)	7.6	1100	1100	-nan(ind)	1015.99	809.141	6933.5	2.17272e-11	0	0	0	0.988426	0.0115741	0.0200617	0.972222	0.00771605	1	0	0
0.091	1100.000	5922.18	-nan(ind)	-nan(ind)	7.6	1100	1100	-nan(ind)	1015.95	809.133	5922.18	2.17288e-11	0	0	0	0.993056	0.00694444	0.0169753	0.979167	0.00385802	1	0	0
0.092	1100.000	6235.77	-nan(ind)	-nan(ind)	7.6	1100	1100	-nan(ind)	1015.96	809.135	6235.77	2.17284e-11	0	0	0	0.993056	0.00694444	0.0185185	0.97608	0.00540123	1	0	0
0.093	1100.000	5985.1	-nan(ind)	-nan(ind)	7.6	1100	1100	-nan(ind)	1015.96	809.129	5985.1	2.17292e-11	0	0	0	0.988426	0.0115741	0.0262346	0.969136	0.00462963	1	0	0
0.094	1100.000	6078.86	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.96	809.132	6078.86	2.17288e-11	0	0	0	0.990741	0.00925926	0.0277778	0.967593	0.00462963	1	0	0
0.095	1100.000	6784.26	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.98	809.14	6784.26	2.17273e-11	0	0	0	0.988426	0.0115741	0.0262346	0.966821	0.00694444	1	0	0
0.096	1100.000	6504.67	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.97	809.14	6504.67	2.17275e-11	0	0	0	0.986111	0.0138889	0.0200617	0.973765	0.00617284	1	0	0
0.097	1100.000	6304.16	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.96	809.141	6304.16	2.17275e-11	0	0	0	0.990741	0.00925926	0.0138889	0.979938	0.00617284	1	0	0
0.098	1100.000	6355.99	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.96	809.14	6355.99	2.17277e-11	0	0	0	0.988426	0.0115741	0.0154321	0.979167	0.00540123	1	0	0
0.099	1100.000	6508.43	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.97	809.14	6508.43	2.17275e-11	0	0	0	0.990741	0.00925926	0.0123457	0.982253	0.00540123	1	0	0
0.1	1100.000	6871.42	-nan(ind)	-nan(ind)	7.59	1100	1100	-nan(ind)	1015.97	809.147	6871.42	2.17264e-11	0	0	0	0.988426	0.0115741	0.0185185	0.974537	0.00694444	1	0	0
0.101	1100.000	7589.28	-nan(ind)	-nan(ind)	6.97	1100	1100	-nan(ind)	1015.99	809.158	7589.28	2.17246e-11	0	0	0	0.983796	0.0162037	0.0154321	0.974537	0.0100309	1	0	0
0.102	1100.000	9080.46	-nan(ind)	-nan(ind)	6.73	1100	1100	-nan(ind)	1016.04	809.178	9080.46	2.17211e-11	0	0	0	0.967593	0.0324074	0.0154321	0.972222	0.0123457	1	0	0
0.103	1100.000	13167.9	-nan(ind)	-nan(ind)	6.58	1100	1100	-nan(ind)	1016.16	809.231	13167.9	2.17118e-11	0	0	0	0.928241	0.0717593	0.0138889	0.958333	0.0277778	1	0	0
0.104	1100.000	18289.8	-nan(ind)	-nan(ind)	6.47	1100	1100	-nan(ind)	1016.33	809.286	18289.8	2.17018e-11	0	0	0	0.886574	0.113426	0.0185185	0.93287	0.0486111	1	0	0
0.105	1100.000	22317.2	-nan(ind)	-nan(ind)	6.38	1100	1100	-nan(ind)	1016.43	809.355	22317.2	2.16906e-11	0	0	0	0.851852	0.148148	0.0185185	0.919753	0.0617284	1	0	0
0.106	1100.000	26340.8	-nan(ind)	-nan(ind)	6.31	1100	1100	-nan(ind)	1016.55	809.412	26340.8	2.16808e-11	0	0	0	0.833333	0.166667	0.0169753	0.907407	0.0756173	1	0	0
0.107	1100.000	35377.6	-nan(ind)	-nan(ind)	6.25	1100	1100	-nan(ind)	1016.84	809.515	35377.6	2.16622e-11	0	0	0	0.740741	0.259259	0.00925926	0.880401	0.11034	1	0	0
0.108	1100.000	45837.1	-nan(ind)	-nan(ind)	6.2	1100	1100	-nan(ind)	1017.18	809.634	45837.1	2.16406e-11	0	0	0	0.652778	0.347222	0.00771605	0.841821	0.150463	1	0	0
0.109	1100.000	58457	-nan(ind)	-nan(ind)	6.15	1100	1100	-nan(ind)	1017.53	809.821	58457	2.16091e-11	0	0	0	0.583333	0.416667	0.0108025	0.789352	0.199846	1	0	0
0.11	1100.000	70369.1	-nan(ind)	-nan(ind)	6.11	1100	1100	-nan(ind)	1017.81	810.038	70369.1	2.15743e-11	0	0	0	0.5	0.5	0.00925926	0.750772	0.239969	1	0	0
0.111	1100.000	78217.7	-nan(ind)	-nan(ind)	6.08	1100	1100	-nan(ind)	1018.05	810.137	78217.7	2.1557e-11	0	0	0	0.428241	0.571759	0.00308642	0.738426	0.258488	1	0	0
0.112	1100.000	91962.8	-nan(ind)	-nan(ind)	6.09	1100	1100	-nan(ind)	1018.45	810.324	91962.8	2.15247e-11	0	0	0	0.358796	0.641204	0.00308642	0.685957	0.310957	1	0	0
0.113	1100.000	93995.9	-nan(ind)	-nan(ind)	6.09	1100	1100	-nan(ind)	1018.51	810.353	93995.9	2.15199e-11	0	0	0	0.344907	0.655093	0.00462963	0.681327	0.314043	1	0	0
0.114	1100.000	97675.8	-nan(ind)	-nan(ind)	6.1	1100	1100	-nan(ind)	1018.62	810.402	97675.8	2.15113e-11	0	0	0	0.333333	0.666667	0.00462963	0.672068	0.323302	1	0	0
0.115	1100.000	105787	-nan(ind)	-nan(ind)	6.11	1100	1100	-nan(ind)	1018.91	810.469	105787	2.14978e-11	0	0	0	0.303241	0.696759	0.00462963	0.63966	0.35571	1	0	0
0.116	1100.000	108607	-nan(ind)	-nan(ind)	6.12	1100	1100	-nan(ind)	1019	810.501	108607	2.1492e-11	0	0	0	0.300926	0.699074	0.00462963	0.641975	0.353395	1	0	0
0.117	1100.000	109018	-nan(ind)	-nan(ind)	6.13	1100	1100	-nan(ind)	1019	810.516	109018	2.14899e-11	0	0	0	0.303241	0.696759	0.00154321	0.649691	0.348765	1	0	0
0.118	1100.000	109786	-nan(ind)	-nan(ind)	6.14	1100	1100	-nan(ind)	1019	810.54	109786	2.14864e-11	0	0	0	0.321759	0.678241	0	0.652778	0.347222	1	0	0
0.119	1100.000	114480	-nan(ind)	-nan(ind)	6.14	1100	1100	-nan(ind)	1019.19	810.565	114480	2.14802e-11	0	0	0	0.310185	0.689815	0	0.627315	0.372685	1	0	0
0.12	1100.000	112052	-nan(ind)	-nan(ind)	6.15	1100	1100	-nan(ind)	1019.13	810.525	112052	2.14868e-11	0	0	0	0.298611	0.701389	0.00617284	0.637346	0.356481	1	0	0
0.121	1100.000	111204	-nan(ind)	-nan(ind)	6.16	1100	1100	-nan(ind)	1019.13	810.492	111204	2.14914e-11	0	0	0	0.328704	0.671296	0.00462963	0.652778	0.342593	1	0	0
0.122	1100.000	110760	-nan(ind)	-nan(ind)	6.17	1100	1100	-nan(ind)	1019.06	810.535	110760	2.14863e-11	0	0	0	0.31713	0.68287	0.00617284	0.652778	0.341049	1	0	0
0.123	1100.000	108592	-nan(ind)	-nan(ind)	6.18	1100	1100	-nan(ind)	1018.97	810.523	108592	2.14893e-11	0	0	0	0.31713	0.68287	0.00462963	0.658179	0.337191	1	0	0
0.124	1100.000	109931	-nan(ind)	-nan(ind)	6.19	1100	1100	-nan(ind)	1019.05	810.508	109931	2.14902e-11	0	0	0	0.319444	0.680556	0	0.660494	0.339506	1	0	0
0.125	1100.000	111569	-nan(ind)	-nan(ind)	6.19	1100	1100	-nan(ind)	1019.12	810.518	111569	2.1488e-11	0	0	0	0.333333	0.666667	0.00308642	0.638889	0.358025	1	0	0
0.126	1100.000	112311	-nan(ind)	-nan(ind)	6.2	1100	1100	-nan(ind)	1019.13	810.532	112311	2.14858e-11	0	0	0	0.319444	0.680556	0.00154321	0.643519	0.354938	1	0	0
0.127	1100.000	111718	-nan(ind)	-nan(ind)	6.21	1100	1100	-nan(ind)	1019.16	810.491	111718	2.14913e-11	0	0	0	0.314815	0.685185	0.00308642	0.646605	0.350309	1	0	0
0.128	1100.000	112994	-nan(ind)	-nan(ind)	6.22	1100	1100	-nan(ind)	1019.16	810.533	112994	2.14851e-11	0	0	0	0.296296	0.703704	0.00462963	0.636574	0.358796	1	0	0
